,Text,TextEng
260,Bapak Misel ini seperti nya halu… kalo memang penemuan nya berguna kenapa gak bikin 1 motor yang full berbahan bakar air lalu tunjukkan ke publik… sebelum nya silahkan dipatenkan penemuan nya biar gak dicuri orang lain (kalo bener nikuba.adalah mesin bertenaga air)… di wakanda memang orang gampang ketipu sama ilmuwan abal abal,"Mr. Misel seems excited... if his invention is really useful why don't you make a fully water-fueled motorbike and then show it to the public... before that, please patent the invention so it won't be stolen by someone else (if it's true that Nikuba is a water-powered machine)... at Wakanda is indeed people who are easily fooled by ignorant scientists"
261,nikuba tak akan didukung selama para mafia minyak menguasai negeri ini.,Nikuba will not be supported as long as the oil mafia rule this country.
262,"ini yang dijual yang apanya. gak detail. kalo hydrogen combustion engine mah biarin aja, toh itu teknologi toyota. tapi kalo katalis electrolysistnya, gw saranin brin bertindak cepat dari sekarang buat memeluk nikuba. culik aja dari sekarang nih orang.","what is this for sale? no details. If it's a hydrogen combustion engine, just let it be, after all, it's Toyota's technology. but for the electrolysis catalyst, I suggest brin act quickly from now on to embrace nikuba. just kidnap it from now on people."
263,Oooo ... metro TV rupanya media yg membangkitkan cerita hoax nikuba 😂😂😂,Oooo... metro TV seems to be the media that revives the Nikuba hoax 😂😂😂
264,"Enerji nikuba bisa disebut Enerji terbarukan , tidak pernah terbayangkan air bisa menjadi bahan bakar...
Semua industri memerlukan nikuba..","Nikuba energy can be called renewable energy, never imagined that water could be fuel...
All industries need nikuba.."
265,"Politik dari perusahaan BUMN, takut Pertamina akan bangkrut kalau nikuba diproduksi masal.. yg ada Pertamina akan gulung tikar..","Politics from state-owned companies, fear that Pertamina will go bankrupt if Nikuba is mass-produced... the existing Pertamina will go out of business.."
266,Bapak ini sangat kcewa sma negara nya sendiri.. Dan memang terbukti.. Bahwa org luar lebih memghargai hasil krya bapak ini.. Kalo bisa sih jangan di jual nikuba nya pak.. Di patenkan aj dulu.. Biar bisa di buka rahasianya..,"This gentleman is very disappointed with his own country.. And it's been proven.. That outsiders appreciate this father's creations more.. If possible, don't sell the nikuba, sir.. Just patent it first.. So that the secret can be unlocked.."
267,Ini bkn temyan baru.!! Tapi penipuan baru bhw nikuba hny dgn air bisa ganti bbm.,This is not a new friend.!! But the new scam is that Nikuba can only replace fuel with water.
268,"Nikuba & JIS bukan buatan cina itu lah sebabnya jokowi dkk tidak suka, penyebab nya mungkin 1. Tidak ada yg bisa di maling ( dikorup si). 2 . Tidak bisa mendongkrak elektabilitas nya ganjar / pbowo. 3. Brin diisi pr penjilat rakus.","Nikuba & JIS are not made in China, that is why Jokowi and friends don't like it, the reasons are probably 1. There is nothing to be stolen (corrupted). 2 . Unable to boost his electability reward / pbowo. 3. Brin filled pr greedy sycophants."
269,"Saya sudah baca berira tentang  nikuba, intinya nikuba tidak terbukti setelah diuji di italia, itu dikatakan oleh lamborghini... jadi nih org cuma lagi membohingi diri sendiri saja","I've read the papers about nikuba, the point is nikuba is not proven after being tested in italy, lamborghini said that... so people are just kidding themselves"
270,"Ngabalin, risma, abu janda lebih di apresiasi oleh rezim banteng di bandingkan dengan Nikuba.","Ngabalin, risma, widow's ashes are more appreciated by the bull regime than Nikuba."
271,"Ini orng² yg ribut termasuk pembawa berita gk paham teknologi sama energi terbarukan apa gmna sih.

Sebelum NIKUBA di Jaman Pak SBY jg ada Banyu Biru/Banyu Geni..dan yg pertama mengenalkan teknologi ini itu bukan NIKUBA aja tpi ada orng Denmark dlu di tahun 70an tpi gk bisa jg,emng dasarnya air gk bisa dirubh mnjdi daya

Air berubah jd bahan bakar itu biaya besar,malah lbh mahal dri bbm yg beredar saat ini...jdi intinya ini itu PENIPUAN","These noisy people, including news anchors, don't understand technology or what renewable energy is.

Before NIKUBA, during Mr. SBY's era, there was also Banyu Biru/Banyu Geni..and the first to introduce this technology was not just NIKUBA, but there were Danes back in the 70s but it couldn't either, basically water couldn't be converted into energy

Turning water into fuel costs a lot, in fact it's more expensive than the fuel currently circulating... so basically this is a FRAUD"
272,"Dukungan kepada ESEMKA lebih penting. Kalau Nikuba OK, nikel kenderaan listrik akan buat apa? Bisa bangkrut itu opung","Support for ESEMKA is more important. If Nikuba is OK, what will electric vehicle nickel do? Can go bankrupt, Opung"
273,"Mungkin Brin belum nyampe ke ilmuannya, tapi terlalu egois. Harusnya beli aja produk nikuba , dan buktikan apakah terbukti berfungsi tidak, jika terbukti dan keilmuan brin gak nyampe ya belajarlah ke pak aryanto misel, dan harus di support, baik hak patennya atau hasil produknya.. 
Jangan cuma mematahkan bahkan mencemooh hasil penemuan orang.","Maybe Brin hadn't reached his science yet, but he was too selfish. You should just buy a Nikuba product, and prove whether it is proven to work or not, if it is proven and the knowledge of Brin doesn't reach it, then study with Mr. Aryanto Misel, and it must be supported, both the patent rights and the product results..
Don't just break or even ridicule people's findings."
274,Apakah Brin (rezim) takut teknologi nikuba dijual ke asing,Is Brin (regime) afraid that Nikuba technology will be sold to foreigners
275,"Nikuba adalah alat hanya penghemat BBM ""BUKAN"" untuk 100 % bahan bakar air, Nikuba juga sudah di hak paten oleh Pak Joko Priyono ( Joko Energy ) sejak tahun 2010, kalau anda tidak percaya lihatlah chanel youtube ""Joko Energy"" yang menjelaskan detail bahwa nikuba hanya penghemat BBM dan ada surat HAKI yg telah di hak paten oleh Pak Joko Energy. Itali dan Eropa sudah terkena prank, semoga Itali membongkar kebohongan Nikuba yg mengeklaim bisa 100% bahan bakar air padahal faktanya hanya penghemat BBM saja. Jika Italia dan Eropa sampai membeli 15 miliar Rupiah berarti Italia dan Eropa sangat sangat BODOH MAU DIBOHONGI.😂😂😂😂😂😂😂","Nikuba is a ""NO"" fuel-saving tool for 100% water fuel, Nikuba has also been patented by Pak Joko Priyono (Joko Energy) since 2010, if you don't believe it, take a look at the youtube channel ""Joko Energy"" which explains in detail that Nikuba only fuel saver and there is an IPR letter that has been patented by Pak Joko Energy. Italy and Europe have been pranked, I hope Italy will dismantle Nikuba's lie which claims it can be 100% water fuel when in fact it only saves fuel. If Italy and Europe buy 15 billion Rupiah, it means that Italy and Europe are very, very STUPID, WANT TO BE LIED.😂😂😂😂😂😂😂"
276,Nikuba hoak.mana  Ferrari.pake.nikuba emang orang bodo aja ygmpercaya,Nikuba is a hoak
277,"buktikan saja 
dibuat dijual, kalau bermanfaat pasti laku.
jangan cuma omong doang, nikuba cuma khayalan 
seperti joko energi, buat jual dan laku karena bisa menghemat bbm","just prove it
made for sale, if it is useful it will sell.
Don't just talk, Nikuba is just a fantasy
like joko energy, to sell and sell because it can save fuel"
278,"Birokrasi Indonesia sepertinya tidak antusias terhadap penemuan² baru
Yg akan jadi Sejarah dlm peradaban dunia
Tanah Pertiwi ini sejatinya
Jg Subur akan orang² jujur dan pintar
Itu kenapa riset² Stag Krn krgnya Suport
Generasi ke Generasi seolah hanya 
disodorkan ntuk jadi pengkonsumsi tekhnologi atau jd pekerjanya saja
Dilain sisi sll membanggakan kebesaran 
Leluhur kita dimasa yg jauh dulunya
Akan tetapi abai bahwa kita hrsnya 
Menjadi Pewaris Hebat kebesaran 
Nenek moyang kita dulunya
Tekhnologi mobil listrik,Penemuan Gunung Padang dan sekarang Nikuba
seakan mengingatkan kembali
Bahwa di tanah surga ini
banyak yg terabaikan","The Indonesian bureaucracy does not seem enthusiastic about new discoveries
Which will be history in world civilization
The true Motherland
Also fertile for honest and smart people
That's why Stag's research is because of support
Generation to Generation as if only
proffered to be a technology consumer or just a worker
On the other hand, always boasts greatness
Our ancestors in the distant past
But ignore that we should
Become the Great Heir of greatness
Our ancestors were
Electric car technology, Discovery of Mount Padang and now Nikuba
seems to remind
That in this paradise land
many are neglected"
279,"Katanya akan dihargai oleh pihak luar
Tapi di minta buka oleh Pihak Maranello dan Ducati suruh buka komponen malah beralasan tidak bisa
Seharusnya klo utk membuktikan karya anda buat, bisa dong untuk membuka komponen nikuba tsb,
Tapi malah batal ke Italia hanya gara-gara pihak Maranello dan Ducati utk buka komponen nikuba","He said it would be appreciated by outsiders
But they were asked to open it by Maranello and Ducati told them to open the components instead with the excuse that they couldn't
Supposedly, to prove your work, can you open the Nikuba component, please?
But instead the trip to Italy was canceled only because Maranello and Ducati opened the Nikuba component"
280,"Sudah jelas,apabila NIKUBA bs mnjadi alternatif pengganti BBM tentu nya mereka para Pengusaha maupun Pejabat akan mengalami kekhawatiran yg mana selama ini merasakan Income yg luar biasa dr BBM itu sendiri.","It's clear, if NIKUBA can become an alternative to fuel, of course, businessmen and officials will experience concerns that so far they have experienced extraordinary income from the fuel itself."
281,"Dr dulu nikuba & sejenisnya dah di riset banyak ilmuan & hasilnya gak efektif, knpa di sini baru di ributin skrg ? Setertinggal itukah indonesia? 🗿","In the past, Nikuba and the like have been researched by many scientists & the results are not effective, why is it only being made a fuss here now? How far behind is Indonesia? 🗿"
282,"Lebih ke politik dagang sih,kalau misal nikuba ada di Indonesia nanti Pertaminyak merugi.jd intinya untung dan ruginya sebuah perusahaan dan orang "" di dalamnya 😅","It's more about trade politics, if for example Nikuba is in Indonesia, Pertamina will lose money. So the bottom line is that there are advantages and disadvantages for a company and the people in it 😅"
283,Bagi hasil royalti setiap pembelian kendaraan bersyistem nikuba.,Royalty sharing for every purchase of a vehicle with the Nikuba system.
284,Apa  di luar negeri gk takut BBM gk laku misal Nikuba di kembangkan di sana...,"Aren't they afraid that fuel won't sell well abroad, for example, Nikuba is being developed there..."
285,"Kenapa youtuber otomotif indonesia enggak mencoba teknologi nikuba
Youtuber Ridwan hanip yang suka modif motor tu
Apa om mobi","Why don't Indonesian automotive YouTubers try Nikuba technology?
Youtuber Ridwan Hanip who likes to modify that motorbike
What uncle mobi"
286,"Ini bisa saja mobil dan motor listrik akan kelibas oleh teknologi nikuba, maka kerugian besarlah Indonesia gara gara BRIN yang otaknya masih dibawah rata rata.","It is possible that electric cars and motorbikes will be overwhelmed by Nikuba technology, so Indonesia will lose big because BRIN whose brain is still below average."
287,"BAYANGKAN KALO NIKUBA BENER2 JADI, 1 LITER AIR 100KM....PERTAMINA BANGKRUT DONG....","IMAGINE IF NICUBA REALLY WORKS, 1 LITER OF WATER 100KM.... PERTAMINA IS BROUGHT...."
288,"memangnya tidak ada aorang yg lebih pintar dari orang ini, kalau memang nikuba itu benar2 seperti yang di omongkan","indeed there is no one who is smarter than this person, if indeed nikuba is really what is said"
289,"bukan temuan baru sama sekali, lebih 10 tahun lalu banyak digunakan untuk menambah tenaga pada mobil.. tentu saja ada pengaruh power dan penghematan bahan bakar..
nikuba tampaknya masih perlu bbm..","not a new invention at all, more than 10 years ago it was widely used to increase power in cars.. of course there is an effect on power and fuel economy..
nikuba seems to still need bbm.."
290,Bisa jadi nikuba mau di jual brin tanpa sepengetahuan penciptanya,It could be that Nikuba wants to sell brin without the knowledge of the creators
291,Negara sendiri tau nya korupsi... tetapi tidak tau nikuba karya anak bangsanya sendiri... makanya banyak sekali karya anak bangsa yg di abaikan...,The country itself knows corruption... but doesn't know about the work of its own nation's children... that's why there are so many works by the nation's children that are ignored...
292,"Terlalu banyak kata2 ga ada bukti. Pulang dari Milan cuman bawa cerita aja. Dari tahun lalu bikin sensasi tapi dikunjungi peneliti ga bisa tunjukan bukti. Berkali-kali dihubungi mau dibeli tapi ga pernah ditanggapi. Omong kosong produknya dijual ke Jepang dan Hongkong. Order dalam negeri aja ga dipenuhi. Katanya bikin kontrak kerja sama tapi malah ngaku dikecewakan pihak sana. Orang Italia juga ga bodoh sama halnya dengan orang BRIN, ITB, UI, ITS, UGM dan akademisi Indonesia lainnya. Cuman tukang mimpi aja yg percaya nikuba bisa sulap air jadi BBM. Jangan samakan Aryanto Misel dengan BJ Habibie yg kuliah dan karirnya moncer di Jerman.","Too many words, no proof. Coming home from Milan, I just brought stories. From last year it made a sensation but visited by researchers could not show evidence. Called many times to buy but never responded. Nonsense the products are sold to Japan and Hong Kong. Domestic orders are not fulfilled. He said he made a cooperation contract but instead admitted that he was disappointed there. Italians are also not stupid, just like BRIN, ITB, UI, ITS, UGM and other Indonesian academics. Only dreamers who believe that Nikuba can conjure water into fuel. Don't equate Aryanto Misel with BJ Habibie who went to college and had a thriving career in Germany."
293,"Intinya perusahaan bbm gamau rugi gara gara ini, bos besar perusahaan bbm pasti gamau rugi, mereka hanya mau kekayaan untuk kalangan mereka saja. Bbm kan bisa di naikan setiap tahun itu yg mereka incar untuk kepentingan pribadi, kalau nikuba di sahkan nanti mereka ga untung haha","The bottom line is that the fuel company doesn't want to lose because of this, the big bosses of the oil company definitely don't want to lose, they only want wealth for their circles. Fuel can be increased every year, that's what they're after for personal gain, if Nikuba is legalized, then they won't make a profit haha"
294,"Hidup NIKUBA, dan BUBARKAN BRIN.. Karena tidak ada MANFAATNYA ❤","Long live NIKUBA, and DISPERSE BRIN.. Because there is no BENEFIT ❤"
295,"Dulu baja nano juga gitu, oleh pemiliknya d patenkan d jepang, sampai sekarang bermanfaat d dunia internasional, blum lagi teknologi pembangkit listrik tenaga air laut yg d patenkan amerika, sekarang nikuba d tolak BRIN.......Kalo negara d isi orang orang bodoh tunggulah kehancurannya......","In the past, nano steel was like that, the owner patented it in Japan, until now it is used internationally, not to mention the seawater power plant technology patented by America, now NICUBA is rejected by BRIN....... If the country is filled with people Fools wait for destruction"
296,"Sama seperti kemunculan obat HIV yang di cegah rilis di dunia, kenapa? Karena bisa mematikan bisnis farmasi, begitu juga dengan nicuba ini takut Pertamina dan batubara tidak laku lagi,....","Just like the emergence of HIV drugs that are prevented from being released in the world, why? Because it could kill the pharmaceutical business, as well as the nicuba, they are afraid that Pertamina and coal will no longer sell...."
297,"Mau dijual berapa pak??? 15 milyarrrr...wotsss...
Teringat pengalaman dampingi petani kayu pasak bumi, produk mereka mau dibeli murah, mereka minta tambahan 5% ke pembeli, saya sampaikan ke petani, kasih gratis aja...petani mencak2...saya bilang lagi, gratis dengan MOU...kalian buat koperasi, dan koperasi anda tercatat sebagai pemegang saham sebanyak 2%...pembeli yang mencak2...
Untuk bapak nikuba...mohon bapak gandeng pengacara tentang HAKI, kalo bapak keberatan biaya pengacara, kasih fee aja dariroyalti bapak, kalo jadi Ferrari beli, minta persentasi royalti dari tiap pemakaian alat nikuba di mobil Ferrari...
So maju terus pak dan Maju Terus Indonesia-ku!","How much do you want to sell??? 15 billionrrr...wotsss...
Remembering the experience of accompanying pasak bumi wood farmers, they want to buy their products cheaply, they ask the buyer for an additional 5%, I tell the farmers, just give it for free... the farmers are looking for it... I say again, it's free with the MOU... you make it cooperative, and your cooperative is listed as a shareholder of 2%...buyers that include...
For Mr. Nikuba... I ask you to work with a lawyer about intellectual property rights, if you object to attorney fees, just give me a royalty fee, if you buy a Ferrari, ask for a percentage of royalties from each use of Nikuba equipment in a Ferrari car...
So keep going sir and Keep Moving Forward my Indonesia!"
298,"jd curiga orang b**n yg dtang kesana,
jngn"" ada udang dibalik bakwan.
dan tersingkirlah pnemu nikuba asli.","so suspicious of non**n people who come there,
don't have shrimp behind the bakwan.
and eliminated the original nikuba discoverer."
299,"PEMERINTAH INDONESIA TUH GA PERNAH MENGHARGAI PENEMUAN RAKYATNYA TERKESAN MENYEPELEKAN BAHKAN MENGHINA, SEPERTI DULU MOBIL LISTRIK RIKI SELON TDK LULUS UJI EMISI, TEKNOLOGI 4G, NIKUBA. DILUAR NEGERI MEREKA SANGAT DIHARGAI. EMANG KOCAK PEMERINTAH INDONESIA. GILIRAN DIKLAIM NGAMUK","THE INDONESIAN GOVERNMENT HAS NEVER RESPECTED THE FINDINGS OF ITS PEOPLE, IMPRESSED TO BE UNDERESTIMATE EVEN INSULT, AS RIKI SELON'S ELECTRIC CAR DID NOT PASS THE EMISSION TEST, 4G TECHNOLOGY, NICUBA. OUTSIDE THE COUNTRY THEY ARE HIGHLY APPRECIATED. THE INDONESIAN GOVERNMENT IS HORRIBLE. THE TURN TO CLAIM ANGRY"
300,"Buat hak paten aja pak misel, biar dapet royalti setiap produksi nikuba","Just make a patent right, Mr. Misel, so that you can get royalties for every Nikuba production"
301,"nah, itu pak misel aja bilang klo dy kecewa terhadap pihak yg mengundang krn stlah presentasi, membantu ilmuwan disana yg g bs ngidupin motor dgn nikuba dri romania, transfer knowledge yg kataX hanya 50%, tidak lgs ttd kontrak..lah klo dinegeri sendiri kecewa, dinegara org jg kecewa, trs mwnya gmn..? yg namaX menciptakan alat yg kataX revolusioner, jalanX ya g semudah & semulus itu fergusso..memang buuaanyaak pihak khususX ilmuwan & masyarakat yg HARUS anda yakinkan krn mereka smw itu ragu/skeptis..lah klo sedikit2 kecewa, gmn mw maju..? dan lagi, kataX sudah banyak orderan masuk khususX satuan2 TNI..nah itu dijadikan narasumber jg donk oleh metro biar smw jelas, hasilX sprti apa..","Well, Misel just said that he was disappointed with the party that invited him because after the presentation, he helped scientists there who couldn't start a motorbike with Nikuba from Romania, the transfer of knowledge, which he said was only 50%, didn't have to sign a contract... in my own country I was disappointed , in countries where people are also disappointed, what do you want anyway..? the name X creates a tool that says X is revolutionary, the way X is not as easy and smooth as that fergusso..indeed there are many special partiesX scientists and the public that you MUST convince because they are all doubtful/sceptical..if you are a little disappointed, how can you move forward..? and again, said X, there have been many orders coming in, especially for units of the TNI."
302,"Kalau tidak di Hargai oleh Negara Sendiri dan bahkan cenderung di ""JELEK JELEK"" an..ga ada salahnya,pembuat Nikuba menjualnya ke Pihak Lain...apakah artinya Pembuat Nikuba mjd ""Penghianat Bangsa""..? mnrt saya,itu Relatif..knp..? Nikuba secara subtantif tidak membahayakan Keselamatan Negara,beda lagi,jika Nikuba ini sbg Senjata Pemusnah Massal,misalnya.Nikuba ini msuk kategori Teknologi.kalau ga di butuhkan oleh Negara Sendiri,lantas sbg Penemu..hrs bagaimana.? Toh tdk merubah Nikuba itu mjd milik bangsa lain.wallohu'alam bissowwab","If the country doesn't appreciate it and even tends to be ""UGLY BAD"" then there's nothing wrong with the Nikuba makers selling it to other parties... does that mean the Nikuba Makers are ""Traitors of the Nation""? according to me, it's relative.. why..? Nikuba substantively does not endanger the State's security, it's different if Nikuba is used as a Weapon of Mass Destruction, for example. Nikuba is included in the Technology category. After all, don't change Nikuba to belong to another nation. wallohu'alam bissowwab"
303,"Ketika karya buatan sendiri lebih dihargai oleh negara lain daripada negeri sendiri, ini bukan gak cinta tanah air tapi hasil jerih payah sendiri giliran udah di sorot negara lain ini BRIN mau mansinya doang nanti lama-lama di klaim dan uangnya di potong buat beli rubicon para pejabat tanpa usaha😂😂","When self-made works are valued by other countries rather than their own country, it's not that they don't love the country, but the results of their own hard work have already been highlighted in other countries. without effort😂😂"
304,"Tantangan anak bangsa untuk berkembang adalah diremehkan oleh bangsa sendiri.

Persis yang disampaikan pemimpin bangsa
""Mengusir penjajah negara asing jauh lebih mudah dibandingkan melawan penjajahan bangsa sendiri""","The challenge of the nation's children to develop is being underestimated by the nation itself.

Exactly what the nation's leaders said
""Expelling invaders from foreign countries is much easier than fighting colonialism from your own nation"""
305,"Angin segar buat negara eropa, disaat lg krisis bbm malah ada nikuba. Langsung auto di teliti buat produksi massal dlm negeri","It's a breath of fresh air for European countries, when there's a fuel crisis, there's actually Nikuba. Auto immediately scrutinized for mass production in the country"
306,"Selama BRIN masih dicengkeram kepentingan partai xxxx dan ketuanya masih yg itu, lembaga ini tidak akan memberi manfaat bagi bangsa dan justru akan memupus asa para peneliti dalam negeri. Kasus Nikuba dan UAV Elang Hitam adalah contoh nyata.","As long as BRIN is still gripped by the interests of the xxxx party and its chairman is still that one, this institution will not be of any benefit to the nation and will instead destroy the hopes of domestic researchers. The cases of the Nikuba and the Black Eagle UAV are clear examples."
307,"Klo nikuba dikembangkan...penjual BBM n anteknya bakalan rugi besar,makanya dihambat","If Nikuba is developed...the fuel sellers and their minions will suffer big losses, that's why they are being blocked"
308,"Nikuba jadul  kok pada ribut, aneh","How come old school Nikuba is noisy, weird"
309,"Saya mendukungmu pak, sungguh sulit memang negara ini karena terlalu banyak koruptor","I support you sir, this country is really difficult because there are too many corruptors"
310,"Gw yakin si ini bakalan di kembangkan di luar negeri,,,soalnya ilmuan di sana tu fokus mencari solusi dari kekurangan nikuba ini,,,bukan mentok di teori teori pesimistis kaya brin,,!!!",I'm sure this one will be developed overseas... the problem is that the scientists there are focused on finding a solution to this nikuba deficiency... not stuck on pessimistic theories like brin...!!!
311,Giliran di patenkan nang timor leste pada mrenges ..ncen kurang respeck para petinggi kerajaan sintoloyo tumrape kanggo poro penemu alat nikuba,"It was the turn to be patented by the East Timorese on mrenges..ncen's lack of respect for the officials of the Sintoloyo tumrape kingdom, Kanggo Poro, the inventor of the Nikuba device"
312,Nikuba kayak nama bakteri gitu ga sih?,Is Nikuba like the name of a bacterium?
313,"Maju terus NiKuBa, keren👍","Keep going NiKuBa, cool👍"
314,"dulu sebelum mobil listrik menjamur manjadi lahan komersial di tanah air kita, putra2 bangsa INDONESIA sdh ada yg mengembangkannya tp bgtu bnyk penghalang bahkan ada yg sampai bermasalah dgn hukum, skrg ada putra bangsa INDONESIA yg mampu utk berkontribusi dlm bidang transportasi sekaligus ramah lingkungan sulit sekali mendapatkan kesempatan emas, skrg malah dipertanyakan dgn segala macam hal ?!. sungguh aneh negri ini  ?!. 
suatu bukti kalau kita tunduk pada konglomerasi & kapitalisme , 
hidup Indonesia","In the past, before electric cars mushroomed into commercial land in our homeland, there were already sons of the INDONESIAN people who developed them, but there were so many obstacles and some even had problems with the law, now there are sons of the INDONESIAN nation who are able to contribute to the field of transportation while being environmentally friendly, it's very difficult to get golden opportunity, now even questioned with all kinds of things?!. how strange is this country?!
a proof that we are subject to conglomeration & capitalism,
Indonesian life"
315,"hahaha ... nikuba ini seperti cerita ttg penggandaan uang, banyak yg tertarik tp yg punya logika pasti cenderung tersenyum","hahaha... nikuba is like a story about doubling money, many are interested but those with logic tend to smile"
316,"Dari sisi ekonomi, nikuba ini tentu menjadi ancaman utk mafia bahan bakar. Bukan masalah teknologi apapun yg d temukan, tp karena apakah teknologi trsebut mengancam sisi ekonomi ato ngga, utk masyarakat luas tentu ini merupakan berkah.
So...","From an economic standpoint, Nikuba is certainly a threat to the fuel mafia. It's not a matter of any technology being invented, but whether the technology threatens the economy or not, for the wider community, of course, this is a blessing.
So..."
317,"murah sekali pak 5m pak hrs nya pemerintah kita ambil alih untuk dikembangkan di indonesia , apakah ada persaingan mobil listrik jd tdk laku gara2 nikuba ini","very cheap, sir, 5m, sir, our government should take over to develop it in Indonesia, is there any competition for electric cars so they don't sell well because of this Nikuba"
318,Masalahnya klu semua pake nikuba yg rugi ya mafia minyak beserta ritelnya....wkwkwk,"The problem is, if everyone uses Nikuba, it's the oil mafia and their retail that loses....wkwkwk"
319,Kalau nikuba laku bakal tutup dealer mobil maupun motor.sama SPBU bakal tutup,"If Nikuba sells, it will close car and motorbike dealerships, and gas stations will also close"
320,NIKUBA NIKUBA..  SEKUBAAA,NIKUBA NIKUBA.. SEKUBAAA
321,NIKUBA PENIPU. TAHAN ITU ARYANTO PENEBAR HOAX.  MANA ADA AIR JADI BENSIN.  Kakek2 udah tua bikin tipuan murahan!!!,NICUBA SCAMS. HOLD IT ARIANTO SPREAD THE HOAX. WHERE THERE IS WATER SO GASOLINE. Grandpa2 is old making cheap tricks!!!
322,Lindungi bpk  itu yang  bikin  Nikuba,Protect the man who made Nikuba
323,"Ada gak sih pemikiran bahwa nikuba akan bersaing dengan mobil listrik, dimasa depan? Dan di tv sebelah RI jadi pabrik terbesar bateray gandeng australia","Do you think that Nikuba will compete with electric cars in the future? And on TV next to RI, it's the largest factory of Australian coupled batteries"
324,"Saya mendukungmu pak, sungguh sulit memang negara ini karena terlalu banyak koruptor","I support you sir, this country is really difficult because there are too many corruptors"
325,"BRIN buang"" duit negara ga ada hasil & jahatnya pke comment Nikuba ga layak lg bentuk opini public, skrang diambil Italy. Eh...BRIN pke nyusul ke Italy makin buang"" duit negara. Asli Sampah Masyarakat Bngt","BRIN is wasting ""state's money to no avail & it's evil to use Nikuba's comment that it's no longer appropriate to shape public opinion, now Italy is taking it. Uh...BRIN should follow to Italy and waste more"" state money. Genuine Community Garbage Bngt"
326,"Indonesia ni bos  negeri penuh kepentingan pribadi dan kelompok, dan yang pasti orang seperti Pak misel atau penemuan seperti nikuba bukanlah hal pertama yang punya nasip seperti ini, 

Maf*a... Maf*a... Maf*a oh Maf*a","Indonesia is the boss of a country full of personal and group interests, and what is certain is that people like Misel or inventions like Nikuba are not the first to have this kind of fate.

Maf*a... Maf*a... Maf*a oh Maf*a"
327,"Supaya nikuba dapat secepatnya diproduksi di semua negara yg sdh membeli formula pak Aryanto.
Sukses pak Aryanto. 👍","So that Nikuba can be produced as soon as possible in all countries that have purchased Pak Aryanto's formula.
Good luck Mr. Aryanto. 👍"
328,amsyong yg jual bbm d endonesa klo sampe nikuba d terima d endonesa 😂😂😂😂😂,"Amsyong, who sells fuel in Endonesa, when he reaches Nikuba, he receives it in Endonesa 😂😂😂😂😂"
329,"Sayang sekali kita telah kehilangan orang pintar gara gara Lembaga Indonesia yang sok pintar tidak menghargai karya anak bangsa dan saya yang kecewa itu bukan saja masalah Nikuba ada alat alat lain yang gak diakui Pemerintah dan Lembaga seharusnya harus ada pihak khusus untuk menangani hal tersebut contohnya alat pembunuh kanker itu tidak diakui Pemrintah dan Lembaga Kesehatan alasannya tidak masuk akal dan terus saat ditanyai jawabnya ""ini masih dikembangkan"" intinya ga ada bedanya alasannya terus ini masih dikembangkqn contoh Drone Elang Hitam,Pesawat R80,Pesawat N245 itu semua ga ada kabar gara gara BRIN karena BRIN yang membawahi proyek tersebut jadi BRIN bisa membatalkan atau melanjutkannyan.dan saya itu meminta agar Lembaga seperti itu dan siapa saja yang menolak harus disikat dan ditindak tegas tolonglah Menteri mentrinya dengarkan hati Rakyat dan juga Presiden agar mengusut kasus ini💪💪🇮🇩🇮🇩","It's a shame we've lost smart people because of Indonesian institutions that pretend to be smart don't appreciate the work of the nation's children and I'm disappointed that it's not only Nikuba's problem, there are other tools that are not recognized by the government and institutions. The government and health institutions do not recognize cancer because it doesn't make sense and when asked the answer is ""it's still being developed"" basically it doesn't make any difference the reason is it's still being developed, for example, the Black Eagle Drone, R80 aircraft, N245 aircraft, all of which have no news because of BRIN because BRIN is in charge of the project so BRIN can cancel or continue."
330,"Jangan uang 15 milyar saja pak, kemurahan itu klo bagi pihak ferrari. Selain uang 15M, Bapak jg minta pembagian saham 70% untuk setiap kendaraan ferrari yg dipasangi nikuba dan minta hak paten atau pengakuan teknologi nikuba dr pihak ferrari atas nama bapak. Untuk hal ini bapak harus didampingi pihak lawyer biar bpk gak ditipu/dibodohi pihak ferrari.","Don't just pay 15 billion sir, that's generosity for Ferrari. In addition to the 15 billion in cash, you also ask for a 70% share distribution for each Ferrari vehicle fitted with Nikuba and ask for a patent or recognition of Nikuba technology from Ferrari on your behalf. For this matter, you must be accompanied by a lawyer so that you are not deceived / fooled by Ferrari."
331,"Pihak otomotif italia cuma ingin tahu dan mempelajari apakah nikuba bisa dikembangkan.
Jadi belum ada pernyataan resmi kalau nikuba mau dipakai oleh mereka.","Italian automotive parties just want to know and study whether Nikuba can be developed.
So there has been no official statement that they want to use nikuba."
332,Yes akhirnya muncul lagi kabar berita NIKUBA alternatif energi yg lebih baik drpd sawit sawit yg bisa membusuk itu,"Yes, finally the news about NIKUBA is a better energy alternative than palm oil, which can rot"
333,"Yang berhasil mengecilkan size file tanpa mengurangi kualitas data direkrut perusahaan google
Riset Nikuba dipinang pabrikan kendaraan italy
Penemu senjata magnetik direkrut industri pertahanan jerman","Those who succeeded in reducing the file size without reducing the quality of the data recruited by the Google company
Nikuba research proposed by Italian vehicle manufacturers
Magnetic weapons inventor recruited by the German defense industry"
