,Text,TextEng
367,"Saya kubu yang tidak percaya nikuba, yg tidak setuju silahkan hujat saya","I am a camp that doesn't believe in Nikuba, those who don't agree, please blame me"
368,Akhirnya di italia hanya di suruh benerin alat serupa dr rumania...😂 miris dan tentunya kuciwa..😢...alat sepserti itu klo yg paham kimia tentu bukan pengganti bahan bakar fosil....100%. Nah bikin riset lg lah....sebanding g energi yg di produksi dgn tenaga yg di pakai buat mesin..???,"In the end, in Italy, they were only ordered to repair a similar device from Romania...😂 sad and, of course, ugly...😢...a tool like that if you understand chemistry, of course, is not a substitute for fossil fuels....100%. So, do more research....is it comparable to the energy produced with the energy used for the engine...???"
369,BRIN itu apa bang?,What is BRIN?
370,"Yg sprti ini g didukung tp konten"" yg merusak moral generasi muda mlh semakin mnjamur . Kpn akan maju","Things like this aren't supported, but content that damages the morale of the younger generation is still mushrooming. When will progress"
371,Tidak dapat perhatian di dalam negri ya iya lah... bisnis migas gmna jadinya?,"Can't get attention at home, right, okay... what will happen to the oil and gas business?"
372,Petamina bilang diluar nurul 😅,Petamina said outside nurul 😅
373,"Begitulah kenyataan nya, malu malu tapi mau, bukan kali ini saja, Ade penemu obat DBD dr kota Pontianak, juga nggak direspon ,dianggap sepi oleh pihak berkompeten di Indonesia, padahal obat luar biasa canggih sudah terbukti ampuh mengobati DBD bahkan pada kondisi kritis sekalipun, padahal obat DBD ini belum ditemukan di dunia, aneh jadinya kalau seperti ini","That's the reality, I'm embarrassed but I want it, it's not just this time, Ade, the inventor of the DHF medicine from the city of Pontianak, also doesn't respond, is considered quiet by the competent authorities in Indonesia, even though extraordinarily sophisticated drugs have been proven effective in treating DHF even in critical conditions. even though this dengue drug has not been found in the world, it would be strange if it was like this"
374,Emang umum nya begitu disini mah. Gk di hargai publik sendiri. Disini itu klo masyarakat umum bisa menciptakan hal yg bagus terkesan wajib di hilangkan dan dibikin gk jadi projects nya,"It's generally like that here. Not appreciated by the public. Here, if the general public can create good things, it seems that they must be removed and not made into projects"
375,preeett,preeett
376,Indo mah dr dulu gitu karna mereka2 udah mikir nih kl udah di kmbangin ada pihak2 yg di Rugikan karna udah jadi saingan.. 😂,"Indo has been like that for a long time because they already thought that if it's been developed, there are parties who will be at a disadvantage because they have become rivals.. 😂"
377,"sudah genetika wakanda,  hal baru terkait kemajuan, pasti dinyinyirin dulu","already wakanda genetics, new things related to progress, must be ridiculed first"
378,"Yg jadi pegawai bukan orang pintar tp yg koneksi bagus dan pintar njilat.

Makanya mobil SMK lebih dipuja puji","Those who become employees are not smart people but those who have good connections and are good at fawning.

That's why SMK cars are more highly praised"
379,Sekelas metro tv UP berita sampah,Classmate metro tv UP trash news
380,"Yg dihargai disini tuh KORUPTOR. bekituan mah apaan, gk bikin untung 😂. KORUPSI, jelas menguntungkan 👍😎","What is valued here is CORRUPTOR. What's wrong with that, it doesn't make a profit 😂. CORRUPTION, clearly profitable 👍😎"
381,"Giliran ada tdk di gubris, malah di olok2, giliran ada negara laen mau pake, malah nimbrung semau'y..,","It's their turn to not pay attention, they're even made fun of, it's their turn to have another country want to use it, instead they join in as they please..."
382,Selamat datang di negara kebalikan dimana yg salah jd benar yg benar jd salah,Welcome to the opposite country where wrong becomes right and right becomes wrong
383,"Perlu segera diganti Pejabat dan penerliti BRIN dg pejabat & peneliti yg mendukung karya anak bangsa,,",BRIN officials and researchers need to be replaced with officials and researchers who support the work of the nation's children.
384,Ckckck..berita yg menyesatkan,Ckckck..misleading news
385,Anak bangsa itu hebat..tuuuh biar tau yg ngomong anak bangsa bego..ternyata yg bego itu yaah tau sendirilah,The nation's children are great..tuuuh so you know what the nation's children are saying is stupid..it turns out that the stupid ones know for themselves
386,Sabar pak Insya Allah kalo Pak Anies RI 1 bpk akan dipake,"Be patient, God willing, if Mr. Anies RI will use 1 pcs"
387,Apa yg bisa didapatkan para pejabat negri yg terhormat dengan mengakui/menghargai temuan hebat seperti ini......?,What can respectable state officials gain by acknowledging/appreciating such a great invention......?
388,"Brin itu nama perorangan atau lembaga,, dibanding satu orang pak misel,, adu kecerdasan teknologi","Brin is the name of an individual or institution, compared to one person, Misel, a battle for technological intelligence"
389,AKHIRNYA FRUSTRASI KECEWA MAU DIJIPLAK FERARI GAK DIBERI DUIK,FINALLY FRUSTRATION DISAPPOINTED WOULD BE PLAIMED FERARI NOT GIVED DUIK
390,Memang negara ini tidak pernah menghargai jarya anak bangsa,"Indeed, this country has never appreciated the efforts of the nation's children"
391,Beringin takut malu pak ....karena takut disalahkan padahal ga membantu,Wanting to be afraid of embarrassment sir .... for fear of being blamed even though it doesn't help
392,Pak saya mau beli teknologi bapak 1 unit aja. Kira2 berapa ya pak?? Pemerintah tidak mau saya mau pak.,"Sir, I want to buy just 1 unit of your technology. How much do you think sir?? The government doesn't want me to want it, sir."
393,Muncul lg bae nikuba hahaha..,Bae nikuba appears again hahaha..
394,"Pastikan dlu beritanya, nnti kebetulan aja ada bos brand trsebut disana, secara itu pameran. Biar gk malu seperti listrik kedondong dll","Make sure you have the news first, later it just happens to be that the boss of the brand is there, that way it's an exhibition. Let me not be ashamed like electricity kedondong etc"
395,Ga ada uang nya seeh.. 😂😂😂,There's no money seeh.. 😂😂😂
396,"Satu lagi, karya anak bangsa yang ditolak di negeri sendiri dilirik negara lain. 
Ada apa negeri ini?
Bukannya didukung malah ditolak?","One more thing, the works of the nation's children who are rejected in their own country are ogled by other countries.
What's wrong with this country?
Instead of being supported instead rejected?"
397,seperti merubah air menjadi bahan bakar dari hidrogen.... tapi perlu penyempurna'an lebih lanjut karena semua penemuan pasti memerlukan penyempurna'an... kalau di kontrak ya bisa menghemat bahan bakar mobil atau motor... terus apa yang di hasilkan Brin ?????,"like turning water into fuel from hydrogen.... but it needs further refinement because all inventions definitely require refinement... if it's in a contract, it can save fuel for a car or motorcycle... so what Brin produces ?????"
398,Membantu irit BBM itu sebenarnya sudah mantap.cuman pemerintah tidak mau mengucurkan dana tlebih baik di korupsi,"Helping to save fuel is actually already solid. It's just that the government doesn't want to disburse funds, but corruption is better"
399,sudah urusan orang sampai ke milan…pada ikutan anggotan nya ngekorin. kan bikin heran ya ngapain si birin ikutan kesana tetiba ada urusan. coba kita pikirina bareng bareng ngapain si birin disana saat si misel ada di sana?,"it's people's business to get to milan…the members follow along. It makes me wonder why the Birin went there when there was business. Let's think about it together, what did Birin do there when Micelle was there?"
400,"PRO RAKYAT ❎
PENCITRAAN ✅","PRO PEOPLE ❎
IMAGING ✅"
401,Semoga terbaik di luar negeri.,Wish you the best overseas.
402,Giliran mau di beli asing pada nyinyir 😂😂😂😂,It's my turn to be bought by a foreigner on a whim 😂😂😂😂
403,Bos Minyak bumi auto panik klo laku 😂,The boss of petroleum will automatically panic if it sells 😂
404,Ayo kerjasama untuk indonesia,Let's work together for Indonesia
405,Hati2lh bang misel.. ttp pelit sampai bnr2 ada saham MOU jelas yo.. ndak mas misel gigit jari ntinya setidaknya ada saham juga,"Be careful, Misel... but he's stingy until there are really MOU shares, it's clear... no, Misel bites his fingers, at least there are shares too"
406,Ya realistis aja si semngattt bang buktikanlh saya support semoga bnr2 bisa menemukan hal ni 💪💪💪,"Yes, it's just realistic, really, really, really, really, really, prove that I support it, hopefully you can find this out 💪💪💪"
407,"Mantap pak, 👍 mending butuh sama negara lain lebih jelas pak","That's great, sir, 👍 it's better if you need other countries to be clearer, sir"
408,"Bubarkan BRIN, kerjanya apa sih","Disband BRIN, what does it do?"
409,Negeri ini sudah terlalu banyak penghianat bangsa disemua lini,This country has too many traitors to the nation on all fronts
410,Halah sekelas metro tv juga ikut2an bahas beginian 😢,Halah classmate Metro TV also joined in discussing this 😢
411,Setau  ku  nikuba udah ada di tahun   2009,"As far as I know, Nikuba already existed in 2009"
412,"Ini tayangan kapan ya ? 
dari pihak Ducati Italia, beliau  ini hanya di anggap sebagai tehnisi. beliau pulang dari Italia  dengan kecewa.","When is this showing?
from the Italian Ducati, he is only considered as a technician. he returned from Italy disappointed."
413,"Andi makarim,beli dong,cuman 15 milyard,,nanti bang gojeg pake air semua..","Andi Makarim, please buy it, it's only 15 billion, later, gojeg will use all the water.."
414,"lihat alat nya aja belum nguji alat nya juga belum kok bisa BRIN bilang bahwa alat itu tidak masuk akal ,ternyata gini cara orng kita menghargai sesama","just look at the tool, haven't tested the tool yet, how come BRIN can say that the tool doesn't make sense, it turns out that this is how people respect each other"
415,"Karna di konoha mereka tidak ingin rugi dan tidak ingin rakyat konoha berkembang.
Beda dengan di Eropa, yg pintarlah dan yg kreatif yg di hargai meskipun bukan lulusan sarjana.
Atau harus login ke geng Akatsuki baru bisa dihargai 😅","Because in Konoha they don't want to lose and they don't want the people of Konoha to grow.
It's different in Europe, it's the smart and creative ones who are valued even though they don't have a degree.
Or you have to log in to the new Akatsuki gang to be rewarded 😅"
416,TERBUKTI KAFIR LEBIH MENGHARGAI DARIPADA KADAL GURUN PEMUJA ONTA GURUN CABUL PENYEMBAH BATU HITAM,PROVEN PEOPLE ARE MORE RESPECTABLE THAN THE DESERT LIzart WORSHIPING THE DEASTEST Camel Obscene WORSHIPING BLACK STONE
417,"Ngapai minta bantuan pmerintah bos?
     Biyayai aja sndiri, cari infestor, jual sendiri, kan lbih cuan😊😂😂😂😂
 Jika emang betul, infestor juga banyak yg mau🤦‍♀🤦‍♀🤦‍♀","Why do you ask the boss for help?
     Just finance it yourself, find an infestor, sell it yourself, it's more money right😊😂😂😂😂
 If it's true, many infestors also want 🤦‍♀🤦‍♀🤦‍♀"
418,"Brin merasa mereka para profesor sedang pak Aryanto hanya lulusan STM , kalah gengsi , itulah pemikiran yang salah ngak mau menghargai orang , kalau profesor bermental tempe ya begitu ngak bisa legowo , lanjutkan pak Aryanto tunjukkan bahwa temuan anda memang bermanfaat buat orang banyak , ngak di hargai di negeri sendiri karena regulasi gpp , nanti kalau sudah booming di dunia teknologi nikuba baru nyesel","Brin feels that they are professors while Mr. Aryanto is only a high school graduate, losing prestige, that's the wrong idea not wanting to respect people, if a professor has a mild mentality then you can't be weak, continue Mr. Aryanto to show that your findings are indeed useful for many people, not appreciated in their own country because of GPP regulations, later when it's booming in the world of Nikuba technology, you'll just regret it"
419,Bukti hilirisasi  dan industrialisasi hanya omong kosong belaka!,Evidence of downstream and industrialization is just nonsense!
420,"Terlalu menyepelekan hak cipta org lain jadi nya ya begini, giliran pak missel udh ke Italia baru tu si Lembaga Brin ikut campur, itu hak nya pak missel jangan di ganggu² lah.","It's too much to underestimate other people's copyrights, so it's like this, it's Mr. Missel's turn to go to Italy and then the Brin Institute got involved, it's Mr. Missel's right not to disturb him."
421,"😂😂😂😂 tv skarang makin ngacok, makin jadi alat partai🤦‍♀🤦‍♀🤦‍♀","😂😂😂😂 TV nowadays is getting crazier, it's becoming a party tool🤦‍♀🤦‍♀🤦‍♀"
422,"AhliYg berkata begitu,,,, adalh ahli. Yg ilmunya masih cethek,,,, dan gengsi belajar lebih dalam. Semangat pak ar....","Experts who say that,,,, are experts. Those whose knowledge is still young, and have the prestige to learn deeper. cheers sir...."
423,"terlalu murah karya anak indonesia di hargai 15 miliar dalam rupiah,, ini penemuan untuk masa depan  lho...","it's too cheap for the work of Indonesian children to be valued at 15 billion in rupiah, this is an invention for the future, you know..."
424,"JANGAN SALAHKAN NEGARA INDONESIA INI,TAPI SALAHKAN KENAPA BANGSA INI BANYAK OKNUM BAJ1NGANNYA","DON'T BLAME THIS COUNTRY OF INDONESIA, BUT BLAME WHY THIS NATION HAS MANY ASSOCIATES"
425,Knp si ditolak bin?,"Why was he rejected, bro?"
426,"The next bj habibi
Nanti giliran sudah besar namanya disuruh ngabdi ke negara..
 sakit emang","The next bj habibi
Later it will be his turn to be big and be told to serve the country..
 really sick"
427,"Pak misel dengerin aku pak. Pak kalo ntar tiba tiba ada pejabat dari partai politik dateng ke bapak jangan di Terima pak. 2024 ini tahun mereka pak. Mereka semua akan nyarik nama demi cuan pak. Tetap pada pendirian bapak, InshaAllah bapak sukses. Amin","Misel, listen to me, sir. Sir, if suddenly an official from a political party comes to you, don't accept it, sir. 2024 is their year sir. They're all going to name names for money, sir. Stick to your stance, InshaAllah you will be successful. Amen"
428,"Seringkali terjadi... Egoisme yg hakiki😂😂😂. Ganti aja personalia BRIN, beres dah....
Gengsi mereka, merasa dilangkahi... Gelo bettul","It often happens... True egoism😂😂😂. Just change BRIN personnel, it's done...
Their prestige, feeling stepped over... Really gelo"
429,"Tekhnologi mengubah air menjadi hidrogen ini sangat sederhana sekali,,,penemuan ini udh lama sebelum th2000 tetapi tidak dilirik karena biayanya terlalu mahal,,,kita saja yg terlalu bodoh mempercayai hal2 seperti ini,,,,Sia2 rasanya energi kita utk membahas masalah ini,,,klo Brin ngak percaya ya wajar","The technology for converting water into hydrogen is very simple... this discovery was long before the year 2000 but was not taken into account because the cost was too expensive... we are just too stupid to believe in things like this... it's a waste of our energy to discuss this problem... ,, if Brin doesn't believe it, it's natural"
430,"Dari kata2nya Bpak ini, klihatane udah sakit hati banget dengan pemerintahan berurusan dengan dia... hahaha... kadang orang pemerintah itu sok paling pinter dan berkuasa... dan rakyat di pikir rendahan... bgitu pola pikirnya,.. hahaha..","From what Mr. Man said, it seems that the government is really hurting their dealings with him... hahaha... sometimes government people pretend to be the smartest and most powerful... and the people are thought to be lowly... that's the mindset,.. hahaha. ."
431,"Semangat pak , kalau saya jadi bapak pun pasti gitu pak mending jual keluar negeri aj pak soalnya disana LBH di hargai dr pada di negara sendiri, banyaknya birokrasi dan politik membuat negara jadi terbelakang, 
Jadi inget sama orang Indonesia yg buat BBM dari sampah plastik tp tidak dikembangkan oleh pemerintah Krn menganggap mustahil dan gk mungkin,
Tp ingat kalau ada alternatif bahan bakar pasti ada bos bahan bakar yg sudah ada yg gk suka 😅😅😅","Enthusiasm, sir, if I were a father, I would definitely be like that, sir, it's better to sell abroad, sir, the problem is that LBH is valued there more than in your own country, the amount of bureaucracy and politics makes the country backward.
So remember the Indonesians who made fuel from plastic waste but the government didn't develop it because they thought it was impossible and impossible,
But remember, if there is an alternative fuel, there must be an existing fuel boss who doesn't like it 😅😅😅"
432,Aku sih percaya brin karena tehnologinya gak di masuk akal di dalam sain aja gak ada teorinya berarti hoax wkwkw dan lucunya orang2 pada percaya 😂😂,"I really believe brin because the technology doesn't make sense in science, there's no theory, it means it's a hoax and the funny thing is people believe it 😂😂"
433,Brin hanya bisa buat puyuh hitam 😂😂😂,Brin can only make black quail 😂😂😂
434,Iya memang benar kalau kita cerdas dalam bekerja di negara Indonesia ini TK berguna.. tp kalau kita cerdas korupsi pasti banyak yang melirik.,"Yes, it's true that if we are smart in working in this country, kindergarten is useful."
435,mantab sih,really good
436,"Sekecil apapun ,Hargailah hasil karya anak bangsa.. kalau BRIN merasa paling expert silahkan ciptain penemuan2 klean sendiri ,jangan hanya komentar2","No matter how small, respect the work of the nation's children.. if BRIN feels the most expert, please create your own inventions, don't just make comments"
437,"Inilah gobloknya negeri ini. 
Saya ikutin isue ini dari 1tahun yg lalu. 

Kata BRIN itu bohong, gak masuk akal dan nyinyirnya minta ampun. 
Pertanyaannya,,, emang apa susahnya di apresiasi dulu di rangkul dan di buktikan dulu. 
Dan menurut saya gak ada ruginya walaupun gak sesuai ekspetasi. 

Itulah yg membangkitkan semangat.","This is the stupidity of this country.
I followed this issue from 1 year ago.

BRIN said that it was a lie, it didn't make any sense and he sneered for mercy.
The question is, is it really difficult to be appreciated first to be embraced and proven first?
And in my opinion there is nothing to lose even though it doesn't match expectations.

That's what inspires."
438,"Harga diri boss, pejabat lol nginjak"" karya anak bangsa","The pride of the boss, officials lol stepped on ""the work of the nation's children"
439,Paten kan saja pak ..,Patent right sir..
440,Di leginitas dlm negri kita belum merdeka sepenuhnya munkin...karena kerjasama yg mengikat itu...jika indonesia mengembangkan nikuba mungkin dpt masalah baru bagi pemerintah...,"In terms of domestic legitimacy, we are not yet fully independent, maybe... because of that binding partnership... if Indonesia develops Nikuba, it might get new problems for the government..."
441,Goreng terus...😁,Keep frying... 😁
442,Indonesia mah gitu... Kalau udah viral baru di lirik serius,"Indonesia is like that... If it's already viral, then the lyrics are serious"
443,Karena cuan nya broker2 energy bakal hilang begitu saja... ati2 pak bs ilang sama mafia2 energy,"Because the money from the energy brokers will just disappear... be careful, sir, you can lose it to the energy mafia"
444,susah kl pemerintah sekarang lebih percaya masyarakat negara lain daripada masyarakat sendiri,It's hard if the current government trusts the people of other countries more than the people themselves
445,Wkkwkwkwkw 😂😂😂,Wkkwkwkwkw 😂😂😂
446,"Orang orang pada gampang ngomong hak paten, yang di lawan kan para penguasa minyak,
Jauh sebelum aryanto udah di temukan juga alat seperti itu, dan orangnya tewas tanpa alasan","People easily talk about patents, which are opposed by the oil authorities.
Long before Aryanto, a tool like that was found, and people died for no reason"
447,susahnya jadi orang indonesia bikin pesawat di tolak bikin mobil di tolak bikin bbnikuba di tolak lagi nnti kalo ada orang bisa terbang di indo di tolak lagi😂😂😂😂,"it's hard to be Indonesian, they refuse planes, they refuse cars, they refuse BBnikuba again, if someone can fly in Indo, they will be refused again😂😂😂😂"
448,"Luar negeri aja mau bikin, kita ada yg  bisa bikin dan berhasil dicuekin..
Harusnya BRIN segera merangkul..,terkadang yg bikin kita tidak maju datang dari orang dalam negeri sendiri..","Foreigners just want to make it, we have someone who can make it and it's been ignored..
BRIN should immediately embrace... sometimes what keeps us from progressing comes from people in our own country..."
449,air+bensin ... bukan hanya air... di berita2 yang di wawancarai seorang TNI ... yang penting jangan kena prank lagi seperti kasus BLUE energy jaman dulu,water+gasoline ... not just water... a TNI interviewee was interviewed in the news... the important thing is not to be pranked again like the old BLUE energy case
450,BRIN ISINYA ORANG ORANG DIA 😅😅,BRIN CONTENTS HER PEOPLE 😅😅
451,salut untuk Arianto misel ga butuh Brin jg ga butuh pemerintah.,Salute to Arianto Misel doesn't need Brin nor does he need the government.
452,"Jadi inget "" blue energy""  jaman SBY dulu..","So remember the ""blue energy"" of SBY's era..."
453,gw rasa pertamina takut sepi. 😅,I think Pertamina is afraid of being lonely. 😅
454,"sy bukan bela pemerintah atau bela penemu Nikuba
sy juga tidak menghina atau melecehkan penemuan ini sy tetep menghormati usaha 
dari semangat pak aryanto misel dg usahanya, 

jadi menurut sy
bahan bakar air sudah dari dulu ada th2 kemarin juga sudah banyak org menemukan cara ini, bukan kali ini aja, ini bukan teknologi baru..
sy bicara secara  fisika ilmiahnya aja..

jadi Nukuba atau bahan bakar air itu tidak sesimple itu,
kalo memang Nikuba bahan bakar air bisa dibuat PASti Negara2 maju sudah menerapkan & diproduksi masal pada mobil2 produksinya..tapi FAKTANYA TIDAK ada mobil dg teknologi bahan bakar air,  KENAPA bahan bakar Air ini gak Bs diterapkan Pada mobil motor diproduksi masal??

JAWABANNYA :
krn membuat AIR jadi energi membutuhkan proses ELEKTROLISIS, 
di dalam air terkandung molekul Hidrogen & O2. yg kemudian dg proses elektrolisis itu memproses hidrogen & O2 jadi bahan bakar, 
JAdi fungsi AKi disini adalah 
untuk proses elektrolisis memisahkan hidrogen & O2 dalam air kemudian dibakar membutuhkan Listrik yg  lumayan sedangkan kelistrikan pada mesin kendaraan 
.jadi intinya kalo memang mau pake bahan bakar air... HARUS siap2 sering ISI AKI...& harus dengan alat2 tambahan di sekitar tanki bensin yg cukup makan tempat, 
JAdi Nikuba ini tenaga mesinnya digerakkan Oleh aki bukan bensin...

JADI NIKUBA MEMANG BISA MERUBAH AIR JADI ENERGI TENAGA MESIN TAPI MEMBUTUHKAN AKI YG SANGAT BESAR JIKA UNTUK PERJALANAN JAUH, 
KESIMPULANNYA TIDAK MENGUNAKAN BENSIN TAPI DENGAN TENAGA AKI, resikonya, AKI jadi sering tekor soak atau rusak, 
Faktanya lebih sulit isi aki daripada ngisi bensin harga Cairan aki & perawatan aki juga ga simple...karena inilah sampe skrg masalah teknologi bahan bakar air ini masih sulit dikembangkan, seperti Telur sama ayam, muter2 
jadi nikuba ini sebenrnya hanya mengganti bahan bakar yg tadinya bensin dirubah ke AKI, 

jadi sama aja..
RUMUS FISIKA, Tidak ada energi yg diciptakan tanpa energi kecuali Mukzizat Tuhan...","I am not defending the government or defending the founders of Nikuba
I also don't insult or belittle this discovery, I still respect the effort
from the enthusiasm of Pak Aryanto Misel with his efforts,

so according to sy
water fuel has been around for a long time yesterday and many people have found this method, not just this time, this is not a new technology..
I'm talking about scientific physics..

so Nukuba or water fuel is not that simple,
if indeed Nikuba water fuel can be made SURE developed countries have implemented & mass produced their production cars..but the FACT is that there are no cars with water fuel technology, WHY can't this water fuel be applied to mass produced motorized cars??

ANSWER:
because turning water into energy requires ELECTROLYSIS,
in water contained Hydrogen & O2 molecules. which then with the electrolysis process processes hydrogen & O2 into fuel,
So the AKi function here is
for the electrolysis process to separate hydrogen & O2 in water and then burn it requires a fair amount of electricity while electricity is used in vehicle engines
So basically, if you really want to use water fuel... you have to be prepared to fill up the battery often... and you have to use additional equipment around the gas tank which takes up enough space.
So Nikuba's engine power is driven by a battery instead of gasoline...

SO NICUBA CAN CONVERT WATER INTO ENGINE POWER BUT REQUIRES A VERY BIG BATTERY IF FOR LONG TRIPS,
CONCLUSION DOESN'T USE GASOLINE BUT WITH BATTERY POWER, the risk is that AKI is often overdrawn or damaged,
The fact is that it is more difficult to fill the battery than to fill up the gas.
so actually this nikuba only replaces the fuel that was previously gasoline changed to AKI,

so its the same..
PHYSICS FORMULA, No energy is created without energy except God's Miracle..."
455,Di luar negerinya aja ditolak,Outside the country are not rejected
456,"Wkwkwkwk. Kena prank lg aj. Bukan ga diakui, emang ga guna. Udah banyak yg jelasin. Yg pasti nya itu produk bukan bikinan dia itu asli bikinan joko energy. Yg di modif bodynya aj. Dan sampe sekarang kabur kaburan. Ntar juga ngilang. Mirip ida dayak. Fenomena pembodohan. 😂😂😂. Klaim Barang orang. Dan bukan pengganti bensin juga. Cuma sekedar mengirit bensin. 😂😂😂. Joko energy ga nuntut juga dianggapa itu model lama. Krn joko energy udha bikin model terbaru dan lebih bagus. 😂😂😂😂. Dobodoh","Wow. Just got pranked again. It's not unrecognized, it's useless. Much has been explained. What is certain is that the product was not made by him, it was originally made by Joko Energy. Just modified the body. And so far it's been running away. Will also count. Similar to Ida Dayak. The phenomenon of duping. 😂😂😂. Claim People's Goods. And not a substitute for gasoline either. Just save fuel. 😂😂😂. Joko Energy doesn't demand that he's considered an old model. Because Joko Energy has made the latest and better model. 😂😂😂😂. stupid"
457,Wah ternyata banyak orang indonesia kena kibul😂,"Wow, it turns out that a lot of Indonesian people get kibul😂"
458,BRIN bisa saja terindikasi banyak oknum korup dan Kredibilitasnya dipertanyakan.,BRIN may indicate that there are many corrupt individuals and their credibility is questionable.
459,"yg ada diprank ferrari, boro2 dibeli paten nya malah suruh perbaiki alat buatan orang","the one that has a ferrari crank, boro2 bought the patent instead ordered to fix someone else's device"
460,D Indonesia cmn koruptor yg d hargai 😂😂😂😂,"In Indonesia, only corruptors are respected 😂😂😂😂"
461,"Kisah Muammer Yildiz asal Turkey itu harus jadi contoh, kalo bilang ""butuh dana buat riset ulang""... 10 Tahun sudah berlalu, orangnya menghilang tanpa berita 😑","The story of Muammer Yildiz from Turkey should be an example, if you say ""you need funds for re-research""... 10 years have passed, the person disappeared without any news 😑"
462,Sepertinya ada yg mau jd calo ni. Numpangin duit doang tp tak mau mengakui,Looks like someone wants to be this broker. Just laying on the money but don't want to admit it
463,Ide nesia...yg di cemooh di negara sendiri justru di lirik negara lain,The idea of ​​nesia...which is ridiculed in its own country is in the lyrics of other countries
464,Tidak efektif buat kantong pejabat korup,Not effective for the pockets of corrupt officials
465,Pemerintah terlalu bodoh entah bagaimana pemikiran pemerintah apa isi otak pemerintah penemu2 di indonesia malah di akui negara lain bukan negara sendiri amat bodoh pemerintah😢,"The government is too stupid, somehow the government's thinking, what's in the brain of the government of inventors in Indonesia, instead it is recognized by other countries, not their own country, the government is very stupid 😢"
466,"Lempar Rp.10M + Komisi per Unit Produksi, buat buka²an, kan gampang... Kalau masih muter sana  sini, berarti HOAX... Kalau alasan Rp.10M bilang gak cukup, 100% berarti Penemuan'y Berita Bohong ke 1 Dunia I.T. yang memberitakan Nikuba... 😒","Throw in Rp. 10 billion + Commission per Production Unit, for openings, it's easy... If it's still going around, it's a HOAX... If the reason for Rp. 10 billion says it's not enough, 100% means Discovery'y World's 1st Fake News I.T. who preach Nikuba... 😒"
467,"Mines pasti ada neh bahas juga dong minesnya nikuba biar orng tau, jngn anda membuat gaduh seakan2 ne d tolak d negeri, coba lihat minusny apa kelebihanya apa, untuk kendaraan motor dan mobil sprti d Indonesia tu aman kah tidak,","Mines, of course there is one to discuss about the mines of Nikuba so people know, don't make a fuss as if you were rejected in the country, try to see what the minuses are, what are the advantages, for motorbikes and cars like in Indonesia, is it safe or not?"
468,nanti jualnya di indonesia yah pak kalo penelitianya sukses ditungu :),"I'll sell it in Indonesia later, sir, if the research is successful, wait :)"
469,Jangan jual murah pak 15m terlalu murah.,"Don't sell cheap, sir, 15m is too cheap."
470,Syulit negara konoha wkwkwkkwkw,It's difficult for Konoha country wkwkwkkwkw
471,"lebih dukung anak  bangsa ke luar negri, karena dalam negri hanya terima orang orang tolol yang dikit dikit viral haha","more support for the nation's children abroad, because domestically they only accept idiots who are a little bit viral haha"
472,"Gak papah karya anak bangsa,, di bawah ke negara lain,, karena salah pemerintah,, Indonesia tidak menghargai karya anak bangsa",It's okay for the work of the nation's children to be transferred to other countries because it's the government's fault that Indonesia doesn't respect the work of the nation's children
473,"NEGERI INI banyak oknum2 yg mementingkan PERUT .. tidak melihat bagaimana negara dan rakyat maju ... 
berapa banyak pakar dari indonesia keluar di ini ... dr segala bidang banyak sekali ... untuk maju SUSAH MAS","IN THIS COUNTRY, there are many people who care about the STOMACH... they don't see how the country and people are progressing...
how many experts from Indonesia come out on this... from all fields there are so many... it's HARD to progress, MAS"
474,Inilah penemuan sejati. Masih memikirkan indonesia untuk mengembangkan nya. Masyaallah pak kami kagum dengan anda. Semoga indonesia bisa cepat mengambil alih penelitian ini😢😢😢,This is a true discovery. Still thinking about Indonesia to develop it. Mashaallah sir we are amazed by you. Hopefully Indonesia can quickly take over this research😢😢😢
475,"klo ngimport ditanyai TKDN, klo bikin sendiri pengembangan snediri eh dibantai abis.. ga disupport malah dihajar.. awkawkawk maunya apa to pak","If you ask TKDN for importing, if you make your own development, you're slaughtered to death... you don't get support, you get beaten up... what do you want, sir?"
476,Klo nikuba di terapkan di indonesia mafia bbm ya engga setuju...,"If Nikuba is implemented in Indonesia, the BBM mafia doesn't agree..."
477,"Teruskan saja pak misel,, bensin saja jg membutuhkan listrik dlm pemrosesanya, 
Klo mdh terbakar justru bagus tinggal di teliti saja untuk seftynya.. 
Nuklir saja beresiko besar bisa di manfaatkan
  Mungkin suatu nanti bisa di bikin boom hydrogen dari penemuan bapak misel","Just keep going, Mr. Misel, even gasoline requires electricity to process it.
If it's burnt, it's good, just have to be careful for safety.
Nuclear alone has a big risk and can be exploited
  Maybe one day a hydrogen boom can be made from the invention of Mr. Micelle"
478,"Suru aja brin bikin sendiri 
Ingat  pesawat pak habibi di negara sendiri gak di hargai in  di negara lain di apresiasi","Suru aja brin make your own
Remember Pak Habibi's planes are not appreciated in their own country, they are appreciated in other countries"
479,penyebar hoax angel wes angel,angel wes angel hoax spreader
