,Text,Label,CaseFolding,TextClean,tokens,normalisasi,stopword
279,"Katanya akan dihargai oleh pihak luar
Tapi di minta buka oleh Pihak Maranello dan Ducati suruh buka komponen malah beralasan tidak bisa
Seharusnya klo utk membuktikan karya anda buat, bisa dong untuk membuka komponen nikuba tsb,
Tapi malah batal ke Italia hanya gara-gara pihak Maranello dan Ducati utk buka komponen nikuba",positif,"katanya akan dihargai oleh pihak luar
tapi di minta buka oleh pihak maranello dan ducati suruh buka komponen malah beralasan tidak bisa
seharusnya klo utk membuktikan karya anda buat, bisa dong untuk membuka komponen nikuba tsb,
tapi malah batal ke italia hanya gara-gara pihak maranello dan ducati utk buka komponen nikuba",katanya akan dihargai oleh pihak luar tapi di minta buka oleh pihak maranello dan ducati suruh buka komponen malah beralasan tidak bisa seharusnya klo utk membuktikan karya anda buat bisa dong untuk membuka komponen nikuba tsb tapi malah batal ke italia hanya garagara pihak maranello dan ducati utk buka komponen nikuba,"['katanya', 'akan', 'dihargai', 'oleh', 'pihak', 'luar', 'tapi', 'di', 'minta', 'buka', 'oleh', 'pihak', 'maranello', 'dan', 'ducati', 'suruh', 'buka', 'komponen', 'malah', 'beralasan', 'tidak', 'bisa', 'seharusnya', 'klo', 'utk', 'membuktikan', 'karya', 'anda', 'buat', 'bisa', 'dong', 'untuk', 'membuka', 'komponen', 'nikuba', 'tsb', 'tapi', 'malah', 'batal', 'ke', 'italia', 'hanya', 'garagara', 'pihak', 'maranello', 'dan', 'ducati', 'utk', 'buka', 'komponen', 'nikuba']","['katanya', 'akan', 'dihargai', 'oleh', 'pihak', 'luar', 'tetapi', 'di', 'minta', 'buka', 'oleh', 'pihak', 'maranello', 'dan', 'ducati', 'suruh', 'buka', 'komponen', 'malah', 'beralasan', 'tidak', 'bisa', 'seharusnya', 'kalau', 'untuk', 'membuktikan', 'karya', 'anda', 'buat', 'bisa', 'dong', 'untuk', 'membuka', 'komponen', 'nikuba', 'tersebut', 'tetapi', 'malah', 'batal', 'ke', 'italia', 'hanya', 'garagara', 'pihak', 'maranello', 'dan', 'ducati', 'untuk', 'buka', 'komponen', 'nikuba']","['dihargai', 'buka', 'maranello', 'ducati', 'suruh', 'buka', 'komponen', 'beralasan', 'membuktikan', 'karya', 'membuka', 'komponen', 'nikuba', 'batal', 'italia', 'garagara', 'maranello', 'ducati', 'buka', 'komponen', 'nikuba']"
280,"Sudah jelas,apabila NIKUBA bs mnjadi alternatif pengganti BBM tentu nya mereka para Pengusaha maupun Pejabat akan mengalami kekhawatiran yg mana selama ini merasakan Income yg luar biasa dr BBM itu sendiri.",positif,"sudah jelas,apabila nikuba bs mnjadi alternatif pengganti bbm tentu nya mereka para pengusaha maupun pejabat akan mengalami kekhawatiran yg mana selama ini merasakan income yg luar biasa dr bbm itu sendiri.",sudah jelasapabila nikuba bs mnjadi alternatif pengganti bbm tentu nya mereka para pengusaha maupun pejabat akan mengalami kekhawatiran yg mana selama ini merasakan income yg luar biasa dr bbm itu sendiri,"['sudah', 'jelasapabila', 'nikuba', 'bs', 'mnjadi', 'alternatif', 'pengganti', 'bbm', 'tentu', 'nya', 'mereka', 'para', 'pengusaha', 'maupun', 'pejabat', 'akan', 'mengalami', 'kekhawatiran', 'yg', 'mana', 'selama', 'ini', 'merasakan', 'income', 'yg', 'luar', 'biasa', 'dr', 'bbm', 'itu', 'sendiri']","['sudah', 'jelasapabila', 'nikuba', 'bisa', 'menjadi', 'alternatif', 'pengganti', 'bbm', 'tentu', 'nya', 'mereka', 'para', 'pengusaha', 'maupun', 'pejabat', 'akan', 'mengalami', 'kekhawatiran', 'yang', 'mana', 'selama', 'ini', 'merasakan', 'income', 'yang', 'luar', 'biasa', 'dari   ', 'bbm', 'itu', 'sendiri']","['jelasapabila', 'nikuba', 'alternatif', 'pengganti', 'bbm', 'pengusaha', 'pejabat', 'mengalami', 'kekhawatiran', 'merasakan', 'income', 'dari   ', 'bbm']"
281,"Dr dulu nikuba & sejenisnya dah di riset banyak ilmuan & hasilnya gak efektif, knpa di sini baru di ributin skrg ? Setertinggal itukah indonesia? 🗿",negatif,"dr dulu nikuba & sejenisnya dah di riset banyak ilmuan & hasilnya gak efektif, knpa di sini baru di ributin skrg ? setertinggal itukah indonesia? 🗿",dr dulu nikuba sejenisnya dah di riset banyak ilmuan hasilnya gak efektif knpa di sini baru di ributin skrg setertinggal itukah indonesia,"['dr', 'dulu', 'nikuba', 'sejenisnya', 'dah', 'di', 'riset', 'banyak', 'ilmuan', 'hasilnya', 'gak', 'efektif', 'knpa', 'di', 'sini', 'baru', 'di', 'ributin', 'skrg', 'setertinggal', 'itukah', 'indonesia']","['dari   ', 'dulu', 'nikuba', 'sejenisnya', 'dah', 'di', 'riset', 'banyak', 'ilmuan', 'hasilnya', 'tidak', 'efektif', 'knpa', 'di', 'sini', 'baru', 'di', 'ributin', 'sekarang', 'setertinggal', 'itukah', 'indonesia']","['dari   ', 'nikuba', 'sejenisnya', 'dah', 'riset', 'ilmuan', 'hasilnya', 'efektif', 'knpa', 'ributin', 'setertinggal', 'indonesia']"
282,"Lebih ke politik dagang sih,kalau misal nikuba ada di Indonesia nanti Pertaminyak merugi.jd intinya untung dan ruginya sebuah perusahaan dan orang "" di dalamnya 😅",negatif,"lebih ke politik dagang sih,kalau misal nikuba ada di indonesia nanti pertaminyak merugi.jd intinya untung dan ruginya sebuah perusahaan dan orang "" di dalamnya 😅",lebih ke politik dagang sihkalau misal nikuba ada di indonesia nanti pertaminyak merugijd intinya untung dan ruginya sebuah perusahaan dan orang di dalamnya,"['lebih', 'ke', 'politik', 'dagang', 'sihkalau', 'misal', 'nikuba', 'ada', 'di', 'indonesia', 'nanti', 'pertaminyak', 'merugijd', 'intinya', 'untung', 'dan', 'ruginya', 'sebuah', 'perusahaan', 'dan', 'orang', 'di', 'dalamnya']","['lebih', 'ke', 'politik', 'dagang', 'sihkalau', 'misal', 'nikuba', 'ada', 'di', 'indonesia', 'nanti', 'pertaminyak', 'merugijd', 'intinya', 'untung', 'dan', 'ruginya', 'sebuah', 'perusahaan', 'dan', 'orang', 'di', 'dalamnya']","['politik', 'dagang', 'sihkalau', 'nikuba', 'indonesia', 'pertaminyak', 'merugijd', 'intinya', 'untung', 'ruginya', 'perusahaan', 'orang', 'dalamnya']"
283,Bagi hasil royalti setiap pembelian kendaraan bersyistem nikuba.,positif,bagi hasil royalti setiap pembelian kendaraan bersyistem nikuba.,bagi hasil royalti setiap pembelian kendaraan bersyistem nikuba,"['bagi', 'hasil', 'royalti', 'setiap', 'pembelian', 'kendaraan', 'bersyistem', 'nikuba']","['bagi', 'hasil', 'royalti', 'setiap', 'pembelian', 'kendaraan', 'bersyistem', 'nikuba']","['hasil', 'royalti', 'pembelian', 'kendaraan', 'bersyistem', 'nikuba']"
284,Apa  di luar negeri gk takut BBM gk laku misal Nikuba di kembangkan di sana...,negatif,apa  di luar negeri gk takut bbm gk laku misal nikuba di kembangkan di sana...,apa di luar negeri gk takut bbm gk laku misal nikuba di kembangkan di sana,"['apa', 'di', 'luar', 'negeri', 'gk', 'takut', 'bbm', 'gk', 'laku', 'misal', 'nikuba', 'di', 'kembangkan', 'di', 'sana']","['apa', 'di', 'luar', 'negeri', 'tidak', 'takut', 'bbm', 'tidak', 'laku', 'misal', 'nikuba', 'di', 'kembangkan', 'di', 'sana']","['negeri', 'takut', 'bbm', 'laku', 'nikuba', 'kembangkan']"
285,"Kenapa youtuber otomotif indonesia enggak mencoba teknologi nikuba
Youtuber Ridwan hanip yang suka modif motor tu
Apa om mobi",positif,"kenapa youtuber otomotif indonesia enggak mencoba teknologi nikuba
youtuber ridwan hanip yang suka modif motor tu
apa om mobi",kenapa youtuber otomotif indonesia enggak mencoba teknologi nikuba youtuber ridwan hanip yang suka modif motor tu apa om mobi,"['kenapa', 'youtuber', 'otomotif', 'indonesia', 'enggak', 'mencoba', 'teknologi', 'nikuba', 'youtuber', 'ridwan', 'hanip', 'yang', 'suka', 'modif', 'motor', 'tu', 'apa', 'om', 'mobi']","['kenapa', 'youtuber', 'otomotif', 'indonesia', 'tidak', 'mencoba', 'teknologi', 'nikuba', 'youtuber', 'ridwan', 'hanip', 'yang', 'suka', 'modif', 'motor', 'tu', 'apa', 'om', 'mobi']","['youtuber', 'otomotif', 'indonesia', 'mencoba', 'teknologi', 'nikuba', 'youtuber', 'ridwan', 'hanip', 'suka', 'modif', 'motor', 'tu', 'om', 'mobi']"
286,"Ini bisa saja mobil dan motor listrik akan kelibas oleh teknologi nikuba, maka kerugian besarlah Indonesia gara gara BRIN yang otaknya masih dibawah rata rata.",negatif,"ini bisa saja mobil dan motor listrik akan kelibas oleh teknologi nikuba, maka kerugian besarlah indonesia gara gara brin yang otaknya masih dibawah rata rata.",ini bisa saja mobil dan motor listrik akan kelibas oleh teknologi nikuba maka kerugian besarlah indonesia gara gara brin yang otaknya masih dibawah rata rata,"['ini', 'bisa', 'saja', 'mobil', 'dan', 'motor', 'listrik', 'akan', 'kelibas', 'oleh', 'teknologi', 'nikuba', 'maka', 'kerugian', 'besarlah', 'indonesia', 'gara', 'gara', 'brin', 'yang', 'otaknya', 'masih', 'dibawah', 'rata', 'rata']","['ini', 'bisa', 'saja', 'mobil', 'dan', 'motor', 'listrik', 'akan', 'kelibas', 'oleh', 'teknologi', 'nikuba', 'maka', 'kerugian', 'besarlah', 'indonesia', 'gara', 'gara', 'brin', 'yang', 'otaknya', 'masih', 'dibawah', 'rata', 'rata']","['mobil', 'motor', 'listrik', 'kelibas', 'teknologi', 'nikuba', 'kerugian', 'besarlah', 'indonesia', 'gara', 'gara', 'brin', 'otaknya', 'dibawah']"
287,"BAYANGKAN KALO NIKUBA BENER2 JADI, 1 LITER AIR 100KM....PERTAMINA BANGKRUT DONG....",netral,"bayangkan kalo nikuba bener2 jadi, 1 liter air 100km....pertamina bangkrut dong....",bayangkan kalo nikuba bener jadi liter air kmpertamina bangkrut dong,"['bayangkan', 'kalo', 'nikuba', 'bener', 'jadi', 'liter', 'air', 'kmpertamina', 'bangkrut', 'dong']","['bayangkan', 'kalau', 'nikuba', 'benar', 'jadi', 'liter', 'air', 'kmpertamina', 'bangkrut', 'dong']","['bayangkan', 'nikuba', 'liter', 'air', 'kmpertamina', 'bangkrut']"
288,"memangnya tidak ada aorang yg lebih pintar dari orang ini, kalau memang nikuba itu benar2 seperti yang di omongkan",positif,"memangnya tidak ada aorang yg lebih pintar dari orang ini, kalau memang nikuba itu benar2 seperti yang di omongkan",memangnya tidak ada aorang yg lebih pintar dari orang ini kalau memang nikuba itu benar seperti yang di omongkan,"['memangnya', 'tidak', 'ada', 'aorang', 'yg', 'lebih', 'pintar', 'dari', 'orang', 'ini', 'kalau', 'memang', 'nikuba', 'itu', 'benar', 'seperti', 'yang', 'di', 'omongkan']","['memangnya', 'tidak', 'ada', 'aorang', 'yang', 'lebih', 'pintar', 'dari', 'orang', 'ini', 'kalau', 'memang', 'nikuba', 'itu', 'benar', 'seperti', 'yang', 'di', 'omongkan']","['memangnya', 'aorang', 'pintar', 'orang', 'nikuba', 'omongkan']"
289,"bukan temuan baru sama sekali, lebih 10 tahun lalu banyak digunakan untuk menambah tenaga pada mobil.. tentu saja ada pengaruh power dan penghematan bahan bakar..
nikuba tampaknya masih perlu bbm..",positif,"bukan temuan baru sama sekali, lebih 10 tahun lalu banyak digunakan untuk menambah tenaga pada mobil.. tentu saja ada pengaruh power dan penghematan bahan bakar..
nikuba tampaknya masih perlu bbm..",bukan temuan baru sama sekali lebih tahun lalu banyak digunakan untuk menambah tenaga pada mobil tentu saja ada pengaruh power dan penghematan bahan bakar nikuba tampaknya masih perlu bbm,"['bukan', 'temuan', 'baru', 'sama', 'sekali', 'lebih', 'tahun', 'lalu', 'banyak', 'digunakan', 'untuk', 'menambah', 'tenaga', 'pada', 'mobil', 'tentu', 'saja', 'ada', 'pengaruh', 'power', 'dan', 'penghematan', 'bahan', 'bakar', 'nikuba', 'tampaknya', 'masih', 'perlu', 'bbm']","['bukan', 'temuan', 'baru', 'sama', 'sekali', 'lebih', 'tahun', 'lalu', 'banyak', 'digunakan', 'untuk', 'menambah', 'tenaga', 'pada', 'mobil', 'tentu', 'saja', 'ada', 'pengaruh', 'power', 'dan', 'penghematan', 'bahan', 'bakar', 'nikuba', 'tampaknya', 'masih', 'perlu', 'bbm']","['temuan', 'menambah', 'tenaga', 'mobil', 'pengaruh', 'power', 'penghematan', 'bahan', 'bakar', 'nikuba', 'bbm']"
290,Bisa jadi nikuba mau di jual brin tanpa sepengetahuan penciptanya,netral,bisa jadi nikuba mau di jual brin tanpa sepengetahuan penciptanya,bisa jadi nikuba mau di jual brin tanpa sepengetahuan penciptanya,"['bisa', 'jadi', 'nikuba', 'mau', 'di', 'jual', 'brin', 'tanpa', 'sepengetahuan', 'penciptanya']","['bisa', 'jadi', 'nikuba', 'mau', 'di', 'jual', 'brin', 'tanpa', 'sepengetahuan', 'penciptanya']","['nikuba', 'jual', 'brin', 'sepengetahuan', 'penciptanya']"
291,Negara sendiri tau nya korupsi... tetapi tidak tau nikuba karya anak bangsanya sendiri... makanya banyak sekali karya anak bangsa yg di abaikan...,netral,negara sendiri tau nya korupsi... tetapi tidak tau nikuba karya anak bangsanya sendiri... makanya banyak sekali karya anak bangsa yg di abaikan...,negara sendiri tau nya korupsi tetapi tidak tau nikuba karya anak bangsanya sendiri makanya banyak sekali karya anak bangsa yg di abaikan,"['negara', 'sendiri', 'tau', 'nya', 'korupsi', 'tetapi', 'tidak', 'tau', 'nikuba', 'karya', 'anak', 'bangsanya', 'sendiri', 'makanya', 'banyak', 'sekali', 'karya', 'anak', 'bangsa', 'yg', 'di', 'abaikan']","['negara', 'sendiri', 'tahu', 'nya', 'korupsi', 'tetapi', 'tidak', 'tahu', 'nikuba', 'karya', 'anak', 'bangsanya', 'sendiri', 'makanya', 'banyak', 'sekali', 'karya', 'anak', 'bangsa', 'yang', 'di', 'abaikan']","['negara', 'korupsi', 'nikuba', 'karya', 'anak', 'bangsanya', 'karya', 'anak', 'bangsa', 'abaikan']"
292,"Terlalu banyak kata2 ga ada bukti. Pulang dari Milan cuman bawa cerita aja. Dari tahun lalu bikin sensasi tapi dikunjungi peneliti ga bisa tunjukan bukti. Berkali-kali dihubungi mau dibeli tapi ga pernah ditanggapi. Omong kosong produknya dijual ke Jepang dan Hongkong. Order dalam negeri aja ga dipenuhi. Katanya bikin kontrak kerja sama tapi malah ngaku dikecewakan pihak sana. Orang Italia juga ga bodoh sama halnya dengan orang BRIN, ITB, UI, ITS, UGM dan akademisi Indonesia lainnya. Cuman tukang mimpi aja yg percaya nikuba bisa sulap air jadi BBM. Jangan samakan Aryanto Misel dengan BJ Habibie yg kuliah dan karirnya moncer di Jerman.",negatif,"terlalu banyak kata2 ga ada bukti. pulang dari milan cuman bawa cerita aja. dari tahun lalu bikin sensasi tapi dikunjungi peneliti ga bisa tunjukan bukti. berkali-kali dihubungi mau dibeli tapi ga pernah ditanggapi. omong kosong produknya dijual ke jepang dan hongkong. order dalam negeri aja ga dipenuhi. katanya bikin kontrak kerja sama tapi malah ngaku dikecewakan pihak sana. orang italia juga ga bodoh sama halnya dengan orang brin, itb, ui, its, ugm dan akademisi indonesia lainnya. cuman tukang mimpi aja yg percaya nikuba bisa sulap air jadi bbm. jangan samakan aryanto misel dengan bj habibie yg kuliah dan karirnya moncer di jerman.",terlalu banyak kata ga ada bukti pulang dari milan cuman bawa cerita aja dari tahun lalu bikin sensasi tapi dikunjungi peneliti ga bisa tunjukan bukti berkalikali dihubungi mau dibeli tapi ga pernah ditanggapi omong kosong produknya dijual ke jepang dan hongkong order dalam negeri aja ga dipenuhi katanya bikin kontrak kerja sama tapi malah ngaku dikecewakan pihak sana orang italia juga ga bodoh sama halnya dengan orang brin itb ui its ugm dan akademisi indonesia lainnya cuman tukang mimpi aja yg percaya nikuba bisa sulap air jadi bbm jangan samakan aryanto misel dengan bj habibie yg kuliah dan karirnya moncer di jerman,"['terlalu', 'banyak', 'kata', 'ga', 'ada', 'bukti', 'pulang', 'dari', 'milan', 'cuman', 'bawa', 'cerita', 'aja', 'dari', 'tahun', 'lalu', 'bikin', 'sensasi', 'tapi', 'dikunjungi', 'peneliti', 'ga', 'bisa', 'tunjukan', 'bukti', 'berkalikali', 'dihubungi', 'mau', 'dibeli', 'tapi', 'ga', 'pernah', 'ditanggapi', 'omong', 'kosong', 'produknya', 'dijual', 'ke', 'jepang', 'dan', 'hongkong', 'order', 'dalam', 'negeri', 'aja', 'ga', 'dipenuhi', 'katanya', 'bikin', 'kontrak', 'kerja', 'sama', 'tapi', 'malah', 'ngaku', 'dikecewakan', 'pihak', 'sana', 'orang', 'italia', 'juga', 'ga', 'bodoh', 'sama', 'halnya', 'dengan', 'orang', 'brin', 'itb', 'ui', 'its', 'ugm', 'dan', 'akademisi', 'indonesia', 'lainnya', 'cuman', 'tukang', 'mimpi', 'aja', 'yg', 'percaya', 'nikuba', 'bisa', 'sulap', 'air', 'jadi', 'bbm', 'jangan', 'samakan', 'aryanto', 'misel', 'dengan', 'bj', 'habibie', 'yg', 'kuliah', 'dan', 'karirnya', 'moncer', 'di', 'jerman']","['terlalu', 'banyak', 'kata', 'tidak', 'ada', 'bukti', 'pulang', 'dari', 'milan', 'cuman', 'bawa', 'cerita', 'saja', 'dari', 'tahun', 'lalu', 'bikin', 'sensasi', 'tetapi', 'dikunjungi', 'peneliti', 'tidak', 'bisa', 'tunjukan', 'bukti', 'berkalikali', 'dihubungi', 'mau', 'dibeli', 'tetapi', 'tidak', 'pernah', 'ditanggapi', 'omong', 'kosong', 'produknya', 'dijual', 'ke', 'jepang', 'dan', 'hongkong', 'order', 'dalam', 'negeri', 'saja', 'tidak', 'dipenuhi', 'katanya', 'bikin', 'kontrak', 'kerja', 'sama', 'tetapi', 'malah', 'ngaku', 'dikecewakan', 'pihak', 'sana', 'orang', 'italia', 'juga', 'tidak', 'bodoh', 'sama', 'halnya', 'dengan', 'orang', 'brin', 'itb', 'ui', 'its', 'ugm', 'dan', 'akademisi', 'indonesia', 'lainnya', 'cuman', 'tukang', 'mimpi', 'saja', 'yang', 'percaya', 'nikuba', 'bisa', 'sulap', 'air', 'jadi', 'bbm', 'jangan', 'samakan', 'aryanto', 'misel', 'dengan', 'bj', 'habibie', 'yang', 'kuliah', 'dan', 'karirnya', 'moncer', 'di', 'jerman']","['bukti', 'pulang', 'milan', 'cuman', 'bawa', 'cerita', 'sensasi', 'dikunjungi', 'peneliti', 'tunjukan', 'bukti', 'berkalikali', 'dihubungi', 'dibeli', 'ditanggapi', 'omong', 'kosong', 'produknya', 'dijual', 'jepang', 'hongkong', 'order', 'negeri', 'dipenuhi', 'kontrak', 'kerja', 'ngaku', 'dikecewakan', 'orang', 'italia', 'bodoh', 'halnya', 'orang', 'brin', 'itb', 'ui', 'its', 'ugm', 'akademisi', 'indonesia', 'cuman', 'tukang', 'mimpi', 'percaya', 'nikuba', 'sulap', 'air', 'bbm', 'samakan', 'aryanto', 'misel', 'bj', 'habibie', 'kuliah', 'karirnya', 'moncer', 'jerman']"
293,"Intinya perusahaan bbm gamau rugi gara gara ini, bos besar perusahaan bbm pasti gamau rugi, mereka hanya mau kekayaan untuk kalangan mereka saja. Bbm kan bisa di naikan setiap tahun itu yg mereka incar untuk kepentingan pribadi, kalau nikuba di sahkan nanti mereka ga untung haha",positif,"intinya perusahaan bbm gamau rugi gara gara ini, bos besar perusahaan bbm pasti gamau rugi, mereka hanya mau kekayaan untuk kalangan mereka saja. bbm kan bisa di naikan setiap tahun itu yg mereka incar untuk kepentingan pribadi, kalau nikuba di sahkan nanti mereka ga untung haha",intinya perusahaan bbm gamau rugi gara gara ini bos besar perusahaan bbm pasti gamau rugi mereka hanya mau kekayaan untuk kalangan mereka saja bbm kan bisa di naikan setiap tahun itu yg mereka incar untuk kepentingan pribadi kalau nikuba di sahkan nanti mereka ga untung haha,"['intinya', 'perusahaan', 'bbm', 'gamau', 'rugi', 'gara', 'gara', 'ini', 'bos', 'besar', 'perusahaan', 'bbm', 'pasti', 'gamau', 'rugi', 'mereka', 'hanya', 'mau', 'kekayaan', 'untuk', 'kalangan', 'mereka', 'saja', 'bbm', 'kan', 'bisa', 'di', 'naikan', 'setiap', 'tahun', 'itu', 'yg', 'mereka', 'incar', 'untuk', 'kepentingan', 'pribadi', 'kalau', 'nikuba', 'di', 'sahkan', 'nanti', 'mereka', 'ga', 'untung', 'haha']","['intinya', 'perusahaan', 'bbm', 'gamau', 'rugi', 'gara', 'gara', 'ini', 'bos', 'besar', 'perusahaan', 'bbm', 'pasti', 'gamau', 'rugi', 'mereka', 'hanya', 'mau', 'kekayaan', 'untuk', 'kalangan', 'mereka', 'saja', 'bbm', 'kan', 'bisa', 'di', 'naikan', 'setiap', 'tahun', 'itu', 'yang', 'mereka', 'incar', 'untuk', 'kepentingan', 'pribadi', 'kalau', 'nikuba', 'di', 'sahkan', 'nanti', 'mereka', 'tidak', 'untung', 'haha']","['intinya', 'perusahaan', 'bbm', 'gamau', 'rugi', 'gara', 'gara', 'bos', 'perusahaan', 'bbm', 'gamau', 'rugi', 'kekayaan', 'kalangan', 'bbm', 'naikan', 'incar', 'kepentingan', 'pribadi', 'nikuba', 'sahkan', 'untung', 'haha']"
294,"Hidup NIKUBA, dan BUBARKAN BRIN.. Karena tidak ada MANFAATNYA ❤",positif,"hidup nikuba, dan bubarkan brin.. karena tidak ada manfaatnya ❤",hidup nikuba dan bubarkan brin karena tidak ada manfaatnya,"['hidup', 'nikuba', 'dan', 'bubarkan', 'brin', 'karena', 'tidak', 'ada', 'manfaatnya']","['hidup', 'nikuba', 'dan', 'bubarkan', 'brin', 'karena', 'tidak', 'ada', 'manfaatnya']","['hidup', 'nikuba', 'bubarkan', 'brin', 'manfaatnya']"
295,"Dulu baja nano juga gitu, oleh pemiliknya d patenkan d jepang, sampai sekarang bermanfaat d dunia internasional, blum lagi teknologi pembangkit listrik tenaga air laut yg d patenkan amerika, sekarang nikuba d tolak BRIN.......Kalo negara d isi orang orang bodoh tunggulah kehancurannya......",negatif,"dulu baja nano juga gitu, oleh pemiliknya d patenkan d jepang, sampai sekarang bermanfaat d dunia internasional, blum lagi teknologi pembangkit listrik tenaga air laut yg d patenkan amerika, sekarang nikuba d tolak brin.......kalo negara d isi orang orang bodoh tunggulah kehancurannya......",dulu baja nano juga gitu oleh pemiliknya  patenkan  jepang sampai sekarang bermanfaat  dunia internasional blum lagi teknologi pembangkit listrik tenaga air laut yg  patenkan amerika sekarang nikuba  tolak brinkalo negara  isi orang orang bodoh tunggulah kehancurannya,"['dulu', 'baja', 'nano', 'juga', 'gitu', 'oleh', 'pemiliknya', 'patenkan', 'jepang', 'sampai', 'sekarang', 'bermanfaat', 'dunia', 'internasional', 'blum', 'lagi', 'teknologi', 'pembangkit', 'listrik', 'tenaga', 'air', 'laut', 'yg', 'patenkan', 'amerika', 'sekarang', 'nikuba', 'tolak', 'brinkalo', 'negara', 'isi', 'orang', 'orang', 'bodoh', 'tunggulah', 'kehancurannya']","['dulu', 'baja', 'nano', 'juga', 'begitu', 'oleh', 'pemiliknya', 'patenkan', 'jepang', 'sampai', 'sekarang', 'bermanfaat', 'dunia', 'internasional', 'blum', 'lagi', 'teknologi', 'pembangkit', 'listrik', 'tenaga', 'air', 'laut', 'yang', 'patenkan', 'amerika', 'sekarang', 'nikuba', 'tolak', 'brinkalo', 'negara', 'isi', 'orang', 'orang', 'bodoh', 'tunggulah', 'kehancurannya']","['baja', 'nano', 'pemiliknya', 'patenkan', 'jepang', 'bermanfaat', 'dunia', 'internasional', 'blum', 'teknologi', 'pembangkit', 'listrik', 'tenaga', 'air', 'laut', 'patenkan', 'amerika', 'nikuba', 'tolak', 'brinkalo', 'negara', 'isi', 'orang', 'orang', 'bodoh', 'tunggulah', 'kehancurannya']"
296,"Sama seperti kemunculan obat HIV yang di cegah rilis di dunia, kenapa? Karena bisa mematikan bisnis farmasi, begitu juga dengan nicuba ini takut Pertamina dan batubara tidak laku lagi,....",negatif,"sama seperti kemunculan obat hiv yang di cegah rilis di dunia, kenapa? karena bisa mematikan bisnis farmasi, begitu juga dengan nicuba ini takut pertamina dan batubara tidak laku lagi,....",sama seperti kemunculan obat hiv yang di cegah rilis di dunia kenapa karena bisa mematikan bisnis farmasi begitu juga dengan nicuba ini takut pertamina dan batubara tidak laku lagi,"['sama', 'seperti', 'kemunculan', 'obat', 'hiv', 'yang', 'di', 'cegah', 'rilis', 'di', 'dunia', 'kenapa', 'karena', 'bisa', 'mematikan', 'bisnis', 'farmasi', 'begitu', 'juga', 'dengan', 'nicuba', 'ini', 'takut', 'pertamina', 'dan', 'batubara', 'tidak', 'laku', 'lagi']","['sama', 'seperti', 'kemunculan', 'obat', 'hiv', 'yang', 'di', 'cegah', 'rilis', 'di', 'dunia', 'kenapa', 'karena', 'bisa', 'mematikan', 'bisnis', 'farmasi', 'begitu', 'juga', 'dengan', 'nicuba', 'ini', 'takut', 'pertamina', 'dan', 'batubara', 'tidak', 'laku', 'lagi']","['kemunculan', 'obat', 'hiv', 'cegah', 'rilis', 'dunia', 'mematikan', 'bisnis', 'farmasi', 'nicuba', 'takut', 'pertamina', 'batubara', 'laku']"
