Text,Label
"Karya anak Bangsa selalu tidak dihargai didalam negeri tapi justru dihargai diluar negeri.
Jika Bangsa ini menghargai setiap karya anak Bangsa mungkin sudah lebih maju semenjak jaman Pak BJ. Habibie",positif
"Admin coba kroscek ulang kendaraan yg dipakai tentara, NIKUBA dulu...biar valid..sudah setahun min.",netral
"Padahal kalau bisa berfikir maju Indonesia bs jd salah satu negara terkaya didunia klau nikuba bs menggantikan bbm. Pasti negara luar butuh alternatif energi,krn minyak bumi/energi lama2 akan habis dan alternatif itu bisa di beli di pemerintah indonesia melalui BUMN.",positif
"Di sini banyak insinyur bodong yg berkomentar miring, nyaris menghujat nikuba.. 
Padahal isi otak mereka yg punya titel berderet masih jauh di banding penemu nikuba. 
Kedunguan yg di makmurkan potensi anak negeri di bungkam. 
Dungu jgn ngajak2 orang..",negatif
"Elite tidak senang karena penjualan minyak akan berkurang seandainya nikuba ini JD alternatif bahan bakar pengirit.. JD akan memotong cuan yg ada.  Dn kita pemerintah Indonesia ini GK punya pasilitas untuk pengujian sesuatu penemuan karena Indonesia ini sudah ketergantungan dari luar.. JD andai ada ilmuwan yg sedang dalam riset pengembangan sesuatu ilmu JD sebaiknya jangan di bicarakan kepemerintahan Indonesia karena kapasitas pengetahuan atau ahli"" kita di Indonesia ini GK terlalu bagus. Makanya sebaiknya di uji di luar saya lebih setuju.. karena ilmuwan"" yg terkenal dan cerdas adanya di luar Indonesia.. contoh pak Habibie ajh. Indonesia pada saat itu GK punya kapasitas ke ilmuwan untuk menguji temuannya pak Habibie.. itulah sebabnya di presentasikan di Jerman dn kita tahu ilmuwan teknologi di Jerman pada saat PD 1 PD 2 itu cerdas""nya bukan main.. maka apabila sudah teruji di luar maka udh pasti bisa di pakai negara"" lain. Jadi saya sarankan uji temuan anda dn riset anda di luar Indonesia.. Jadikan itu sebagai penyemangat bahwa kita org Indonesia bisa andil dalam dunia ilmu teknologi modern ini. Karena ketika lu uji di Indonesia mereka mikir cuan... Bisa JD duit GK ini.. itu intinya.. tp.kalo org barat mereka semua itu netral dan  selalu mengapresiasi temuan"" baru dari negara manapun",positif
Bapak Misel ini seperti nya halu… kalo memang penemuan nya berguna kenapa gak bikin 1 motor yang full berbahan bakar air lalu tunjukkan ke publik… sebelum nya silahkan dipatenkan penemuan nya biar gak dicuri orang lain (kalo bener nikuba.adalah mesin bertenaga air)… di wakanda memang orang gampang ketipu sama ilmuwan abal abal,positif
nikuba tak akan didukung selama para mafia minyak menguasai negeri ini.,negatif
"ini yang dijual yang apanya. gak detail. kalo hydrogen combustion engine mah biarin aja, toh itu teknologi toyota. tapi kalo katalis electrolysistnya, gw saranin brin bertindak cepat dari sekarang buat memeluk nikuba. culik aja dari sekarang nih orang.",positif
Oooo ... metro TV rupanya media yg membangkitkan cerita hoax nikuba 😂😂😂,positif
"Enerji nikuba bisa disebut Enerji terbarukan , tidak pernah terbayangkan air bisa menjadi bahan bakar...
Semua industri memerlukan nikuba..",positif
"Politik dari perusahaan BUMN, takut Pertamina akan bangkrut kalau nikuba diproduksi masal.. yg ada Pertamina akan gulung tikar..",negatif
Bapak ini sangat kcewa sma negara nya sendiri.. Dan memang terbukti.. Bahwa org luar lebih memghargai hasil krya bapak ini.. Kalo bisa sih jangan di jual nikuba nya pak.. Di patenkan aj dulu.. Biar bisa di buka rahasianya..,positif
Ini bkn temyan baru.!! Tapi penipuan baru bhw nikuba hny dgn air bisa ganti bbm.,negatif
"Nikuba & JIS bukan buatan cina itu lah sebabnya jokowi dkk tidak suka, penyebab nya mungkin 1. Tidak ada yg bisa di maling ( dikorup si). 2 . Tidak bisa mendongkrak elektabilitas nya ganjar / pbowo. 3. Brin diisi pr penjilat rakus.",positif
"Saya sudah baca berira tentang  nikuba, intinya nikuba tidak terbukti setelah diuji di italia, itu dikatakan oleh lamborghini... jadi nih org cuma lagi membohingi diri sendiri saja",positif
"Ngabalin, risma, abu janda lebih di apresiasi oleh rezim banteng di bandingkan dengan Nikuba.",positif
"Ini orng² yg ribut termasuk pembawa berita gk paham teknologi sama energi terbarukan apa gmna sih.

Sebelum NIKUBA di Jaman Pak SBY jg ada Banyu Biru/Banyu Geni..dan yg pertama mengenalkan teknologi ini itu bukan NIKUBA aja tpi ada orng Denmark dlu di tahun 70an tpi gk bisa jg,emng dasarnya air gk bisa dirubh mnjdi daya

Air berubah jd bahan bakar itu biaya besar,malah lbh mahal dri bbm yg beredar saat ini...jdi intinya ini itu PENIPUAN",negatif
"Dukungan kepada ESEMKA lebih penting. Kalau Nikuba OK, nikel kenderaan listrik akan buat apa? Bisa bangkrut itu opung",positif
"Mungkin Brin belum nyampe ke ilmuannya, tapi terlalu egois. Harusnya beli aja produk nikuba , dan buktikan apakah terbukti berfungsi tidak, jika terbukti dan keilmuan brin gak nyampe ya belajarlah ke pak aryanto misel, dan harus di support, baik hak patennya atau hasil produknya.. 
Jangan cuma mematahkan bahkan mencemooh hasil penemuan orang.",negatif
Apakah Brin (rezim) takut teknologi nikuba dijual ke asing,netral
"Nikuba adalah alat hanya penghemat BBM ""BUKAN"" untuk 100 % bahan bakar air, Nikuba juga sudah di hak paten oleh Pak Joko Priyono ( Joko Energy ) sejak tahun 2010, kalau anda tidak percaya lihatlah chanel youtube ""Joko Energy"" yang menjelaskan detail bahwa nikuba hanya penghemat BBM dan ada surat HAKI yg telah di hak paten oleh Pak Joko Energy. Itali dan Eropa sudah terkena prank, semoga Itali membongkar kebohongan Nikuba yg mengeklaim bisa 100% bahan bakar air padahal faktanya hanya penghemat BBM saja. Jika Italia dan Eropa sampai membeli 15 miliar Rupiah berarti Italia dan Eropa sangat sangat BODOH MAU DIBOHONGI.😂😂😂😂😂😂😂",positif
Nikuba hoak.mana  Ferrari.pake.nikuba emang orang bodo aja ygmpercaya,netral
"buktikan saja 
dibuat dijual, kalau bermanfaat pasti laku.
jangan cuma omong doang, nikuba cuma khayalan 
seperti joko energi, buat jual dan laku karena bisa menghemat bbm",positif
"Birokrasi Indonesia sepertinya tidak antusias terhadap penemuan² baru
Yg akan jadi Sejarah dlm peradaban dunia
Tanah Pertiwi ini sejatinya
Jg Subur akan orang² jujur dan pintar
Itu kenapa riset² Stag Krn krgnya Suport
Generasi ke Generasi seolah hanya 
disodorkan ntuk jadi pengkonsumsi tekhnologi atau jd pekerjanya saja
Dilain sisi sll membanggakan kebesaran 
Leluhur kita dimasa yg jauh dulunya
Akan tetapi abai bahwa kita hrsnya 
Menjadi Pewaris Hebat kebesaran 
Nenek moyang kita dulunya
Tekhnologi mobil listrik,Penemuan Gunung Padang dan sekarang Nikuba
seakan mengingatkan kembali
Bahwa di tanah surga ini
banyak yg terabaikan",positif
"Katanya akan dihargai oleh pihak luar
Tapi di minta buka oleh Pihak Maranello dan Ducati suruh buka komponen malah beralasan tidak bisa
Seharusnya klo utk membuktikan karya anda buat, bisa dong untuk membuka komponen nikuba tsb,
Tapi malah batal ke Italia hanya gara-gara pihak Maranello dan Ducati utk buka komponen nikuba",positif
"Sudah jelas,apabila NIKUBA bs mnjadi alternatif pengganti BBM tentu nya mereka para Pengusaha maupun Pejabat akan mengalami kekhawatiran yg mana selama ini merasakan Income yg luar biasa dr BBM itu sendiri.",positif
"Dr dulu nikuba & sejenisnya dah di riset banyak ilmuan & hasilnya gak efektif, knpa di sini baru di ributin skrg ? Setertinggal itukah indonesia? 🗿",negatif
"Lebih ke politik dagang sih,kalau misal nikuba ada di Indonesia nanti Pertaminyak merugi.jd intinya untung dan ruginya sebuah perusahaan dan orang "" di dalamnya 😅",negatif
Bagi hasil royalti setiap pembelian kendaraan bersyistem nikuba.,positif
Apa  di luar negeri gk takut BBM gk laku misal Nikuba di kembangkan di sana...,negatif
"Kenapa youtuber otomotif indonesia enggak mencoba teknologi nikuba
Youtuber Ridwan hanip yang suka modif motor tu
Apa om mobi",positif
"Ini bisa saja mobil dan motor listrik akan kelibas oleh teknologi nikuba, maka kerugian besarlah Indonesia gara gara BRIN yang otaknya masih dibawah rata rata.",negatif
"BAYANGKAN KALO NIKUBA BENER2 JADI, 1 LITER AIR 100KM....PERTAMINA BANGKRUT DONG....",netral
"memangnya tidak ada aorang yg lebih pintar dari orang ini, kalau memang nikuba itu benar2 seperti yang di omongkan",positif
"bukan temuan baru sama sekali, lebih 10 tahun lalu banyak digunakan untuk menambah tenaga pada mobil.. tentu saja ada pengaruh power dan penghematan bahan bakar..
nikuba tampaknya masih perlu bbm..",positif
Bisa jadi nikuba mau di jual brin tanpa sepengetahuan penciptanya,netral
Negara sendiri tau nya korupsi... tetapi tidak tau nikuba karya anak bangsanya sendiri... makanya banyak sekali karya anak bangsa yg di abaikan...,netral
"Terlalu banyak kata2 ga ada bukti. Pulang dari Milan cuman bawa cerita aja. Dari tahun lalu bikin sensasi tapi dikunjungi peneliti ga bisa tunjukan bukti. Berkali-kali dihubungi mau dibeli tapi ga pernah ditanggapi. Omong kosong produknya dijual ke Jepang dan Hongkong. Order dalam negeri aja ga dipenuhi. Katanya bikin kontrak kerja sama tapi malah ngaku dikecewakan pihak sana. Orang Italia juga ga bodoh sama halnya dengan orang BRIN, ITB, UI, ITS, UGM dan akademisi Indonesia lainnya. Cuman tukang mimpi aja yg percaya nikuba bisa sulap air jadi BBM. Jangan samakan Aryanto Misel dengan BJ Habibie yg kuliah dan karirnya moncer di Jerman.",negatif
"Intinya perusahaan bbm gamau rugi gara gara ini, bos besar perusahaan bbm pasti gamau rugi, mereka hanya mau kekayaan untuk kalangan mereka saja. Bbm kan bisa di naikan setiap tahun itu yg mereka incar untuk kepentingan pribadi, kalau nikuba di sahkan nanti mereka ga untung haha",positif
"Hidup NIKUBA, dan BUBARKAN BRIN.. Karena tidak ada MANFAATNYA ❤",positif
"Dulu baja nano juga gitu, oleh pemiliknya d patenkan d jepang, sampai sekarang bermanfaat d dunia internasional, blum lagi teknologi pembangkit listrik tenaga air laut yg d patenkan amerika, sekarang nikuba d tolak BRIN.......Kalo negara d isi orang orang bodoh tunggulah kehancurannya......",negatif
"Sama seperti kemunculan obat HIV yang di cegah rilis di dunia, kenapa? Karena bisa mematikan bisnis farmasi, begitu juga dengan nicuba ini takut Pertamina dan batubara tidak laku lagi,....",negatif
"Mau dijual berapa pak??? 15 milyarrrr...wotsss...
Teringat pengalaman dampingi petani kayu pasak bumi, produk mereka mau dibeli murah, mereka minta tambahan 5% ke pembeli, saya sampaikan ke petani, kasih gratis aja...petani mencak2...saya bilang lagi, gratis dengan MOU...kalian buat koperasi, dan koperasi anda tercatat sebagai pemegang saham sebanyak 2%...pembeli yang mencak2...
Untuk bapak nikuba...mohon bapak gandeng pengacara tentang HAKI, kalo bapak keberatan biaya pengacara, kasih fee aja dariroyalti bapak, kalo jadi Ferrari beli, minta persentasi royalti dari tiap pemakaian alat nikuba di mobil Ferrari...
So maju terus pak dan Maju Terus Indonesia-ku!",positif
"jd curiga orang b**n yg dtang kesana,
jngn"" ada udang dibalik bakwan.
dan tersingkirlah pnemu nikuba asli.",negatif
"PEMERINTAH INDONESIA TUH GA PERNAH MENGHARGAI PENEMUAN RAKYATNYA TERKESAN MENYEPELEKAN BAHKAN MENGHINA, SEPERTI DULU MOBIL LISTRIK RIKI SELON TDK LULUS UJI EMISI, TEKNOLOGI 4G, NIKUBA. DILUAR NEGERI MEREKA SANGAT DIHARGAI. EMANG KOCAK PEMERINTAH INDONESIA. GILIRAN DIKLAIM NGAMUK",negatif
"Buat hak paten aja pak misel, biar dapet royalti setiap produksi nikuba",netral
"nah, itu pak misel aja bilang klo dy kecewa terhadap pihak yg mengundang krn stlah presentasi, membantu ilmuwan disana yg g bs ngidupin motor dgn nikuba dri romania, transfer knowledge yg kataX hanya 50%, tidak lgs ttd kontrak..lah klo dinegeri sendiri kecewa, dinegara org jg kecewa, trs mwnya gmn..? yg namaX menciptakan alat yg kataX revolusioner, jalanX ya g semudah & semulus itu fergusso..memang buuaanyaak pihak khususX ilmuwan & masyarakat yg HARUS anda yakinkan krn mereka smw itu ragu/skeptis..lah klo sedikit2 kecewa, gmn mw maju..? dan lagi, kataX sudah banyak orderan masuk khususX satuan2 TNI..nah itu dijadikan narasumber jg donk oleh metro biar smw jelas, hasilX sprti apa..",negatif
"Kalau tidak di Hargai oleh Negara Sendiri dan bahkan cenderung di ""JELEK JELEK"" an..ga ada salahnya,pembuat Nikuba menjualnya ke Pihak Lain...apakah artinya Pembuat Nikuba mjd ""Penghianat Bangsa""..? mnrt saya,itu Relatif..knp..? Nikuba secara subtantif tidak membahayakan Keselamatan Negara,beda lagi,jika Nikuba ini sbg Senjata Pemusnah Massal,misalnya.Nikuba ini msuk kategori Teknologi.kalau ga di butuhkan oleh Negara Sendiri,lantas sbg Penemu..hrs bagaimana.? Toh tdk merubah Nikuba itu mjd milik bangsa lain.wallohu'alam bissowwab",negatif
"Ketika karya buatan sendiri lebih dihargai oleh negara lain daripada negeri sendiri, ini bukan gak cinta tanah air tapi hasil jerih payah sendiri giliran udah di sorot negara lain ini BRIN mau mansinya doang nanti lama-lama di klaim dan uangnya di potong buat beli rubicon para pejabat tanpa usaha😂😂",negatif
"Tantangan anak bangsa untuk berkembang adalah diremehkan oleh bangsa sendiri.

Persis yang disampaikan pemimpin bangsa
""Mengusir penjajah negara asing jauh lebih mudah dibandingkan melawan penjajahan bangsa sendiri""",negatif
"Angin segar buat negara eropa, disaat lg krisis bbm malah ada nikuba. Langsung auto di teliti buat produksi massal dlm negeri",negatif
"Selama BRIN masih dicengkeram kepentingan partai xxxx dan ketuanya masih yg itu, lembaga ini tidak akan memberi manfaat bagi bangsa dan justru akan memupus asa para peneliti dalam negeri. Kasus Nikuba dan UAV Elang Hitam adalah contoh nyata.",positif
"Klo nikuba dikembangkan...penjual BBM n anteknya bakalan rugi besar,makanya dihambat",negatif
"Nikuba jadul  kok pada ribut, aneh",negatif
"Saya mendukungmu pak, sungguh sulit memang negara ini karena terlalu banyak koruptor",netral
"Gw yakin si ini bakalan di kembangkan di luar negeri,,,soalnya ilmuan di sana tu fokus mencari solusi dari kekurangan nikuba ini,,,bukan mentok di teori teori pesimistis kaya brin,,!!!",positif
Giliran di patenkan nang timor leste pada mrenges ..ncen kurang respeck para petinggi kerajaan sintoloyo tumrape kanggo poro penemu alat nikuba,positif
Nikuba kayak nama bakteri gitu ga sih?,positif
"Maju terus NiKuBa, keren👍",netral
"dulu sebelum mobil listrik menjamur manjadi lahan komersial di tanah air kita, putra2 bangsa INDONESIA sdh ada yg mengembangkannya tp bgtu bnyk penghalang bahkan ada yg sampai bermasalah dgn hukum, skrg ada putra bangsa INDONESIA yg mampu utk berkontribusi dlm bidang transportasi sekaligus ramah lingkungan sulit sekali mendapatkan kesempatan emas, skrg malah dipertanyakan dgn segala macam hal ?!. sungguh aneh negri ini  ?!. 
suatu bukti kalau kita tunduk pada konglomerasi & kapitalisme , 
hidup Indonesia",negatif
"hahaha ... nikuba ini seperti cerita ttg penggandaan uang, banyak yg tertarik tp yg punya logika pasti cenderung tersenyum",positif
"Dari sisi ekonomi, nikuba ini tentu menjadi ancaman utk mafia bahan bakar. Bukan masalah teknologi apapun yg d temukan, tp karena apakah teknologi trsebut mengancam sisi ekonomi ato ngga, utk masyarakat luas tentu ini merupakan berkah.
So...",positif
"murah sekali pak 5m pak hrs nya pemerintah kita ambil alih untuk dikembangkan di indonesia , apakah ada persaingan mobil listrik jd tdk laku gara2 nikuba ini",negatif
Masalahnya klu semua pake nikuba yg rugi ya mafia minyak beserta ritelnya....wkwkwk,negatif
Kalau nikuba laku bakal tutup dealer mobil maupun motor.sama SPBU bakal tutup,netral
NIKUBA NIKUBA..  SEKUBAAA,netral
NIKUBA PENIPU. TAHAN ITU ARYANTO PENEBAR HOAX.  MANA ADA AIR JADI BENSIN.  Kakek2 udah tua bikin tipuan murahan!!!,negatif
Lindungi bpk  itu yang  bikin  Nikuba,positif
"Ada gak sih pemikiran bahwa nikuba akan bersaing dengan mobil listrik, dimasa depan? Dan di tv sebelah RI jadi pabrik terbesar bateray gandeng australia",netral
"Saya mendukungmu pak, sungguh sulit memang negara ini karena terlalu banyak koruptor",netral
"BRIN buang"" duit negara ga ada hasil & jahatnya pke comment Nikuba ga layak lg bentuk opini public, skrang diambil Italy. Eh...BRIN pke nyusul ke Italy makin buang"" duit negara. Asli Sampah Masyarakat Bngt",negatif
"Indonesia ni bos  negeri penuh kepentingan pribadi dan kelompok, dan yang pasti orang seperti Pak misel atau penemuan seperti nikuba bukanlah hal pertama yang punya nasip seperti ini, 

Maf*a... Maf*a... Maf*a oh Maf*a",positif
"Supaya nikuba dapat secepatnya diproduksi di semua negara yg sdh membeli formula pak Aryanto.
Sukses pak Aryanto. 👍",positif
amsyong yg jual bbm d endonesa klo sampe nikuba d terima d endonesa 😂😂😂😂😂,positif
"Sayang sekali kita telah kehilangan orang pintar gara gara Lembaga Indonesia yang sok pintar tidak menghargai karya anak bangsa dan saya yang kecewa itu bukan saja masalah Nikuba ada alat alat lain yang gak diakui Pemerintah dan Lembaga seharusnya harus ada pihak khusus untuk menangani hal tersebut contohnya alat pembunuh kanker itu tidak diakui Pemrintah dan Lembaga Kesehatan alasannya tidak masuk akal dan terus saat ditanyai jawabnya ""ini masih dikembangkan"" intinya ga ada bedanya alasannya terus ini masih dikembangkqn contoh Drone Elang Hitam,Pesawat R80,Pesawat N245 itu semua ga ada kabar gara gara BRIN karena BRIN yang membawahi proyek tersebut jadi BRIN bisa membatalkan atau melanjutkannyan.dan saya itu meminta agar Lembaga seperti itu dan siapa saja yang menolak harus disikat dan ditindak tegas tolonglah Menteri mentrinya dengarkan hati Rakyat dan juga Presiden agar mengusut kasus ini💪💪🇮🇩🇮🇩",negatif
"Jangan uang 15 milyar saja pak, kemurahan itu klo bagi pihak ferrari. Selain uang 15M, Bapak jg minta pembagian saham 70% untuk setiap kendaraan ferrari yg dipasangi nikuba dan minta hak paten atau pengakuan teknologi nikuba dr pihak ferrari atas nama bapak. Untuk hal ini bapak harus didampingi pihak lawyer biar bpk gak ditipu/dibodohi pihak ferrari.",positif
"Pihak otomotif italia cuma ingin tahu dan mempelajari apakah nikuba bisa dikembangkan.
Jadi belum ada pernyataan resmi kalau nikuba mau dipakai oleh mereka.",positif
Yes akhirnya muncul lagi kabar berita NIKUBA alternatif energi yg lebih baik drpd sawit sawit yg bisa membusuk itu,positif
"Yang berhasil mengecilkan size file tanpa mengurangi kualitas data direkrut perusahaan google
Riset Nikuba dipinang pabrikan kendaraan italy
Penemu senjata magnetik direkrut industri pertahanan jerman",positif
"Nikuba, bisa bikin ferrari seirit supra..  😂😂😂😂😂",positif
Usulan saya untuk bapak penemu NIKUBA segera uruskan kewarganegaraan pindah ke itali pak,netral
"Coba dipelajari lagi netizen, teknologi kek  nikuba ini udah ada, yang jadi masalah itu gaefisien karena sumber energi bukan dari air tapi aki, ada klaim katanya 1 L air bisa jalan ampe 500 KM, sulit sih gamasuk akal kalau secara sains, keburu abis akinya",negatif
"Ini saya ingatkan kepada bpak penemu nikuba Indonesia kalau ada undangan dari luar negeri jangan langsung datang selidikin dulu yang mengundang demi menjaga keselamatan, ingat sejarah dari luar negeri yg menemukan air bisa di jadikan bahan bakar mobil dan motor akhirnya dibunuh, pembunuhnya sampai sekarang masih misteri, ini saya sekedar mengingatkan, seandainya emang terealisasikan nikuba ini banyak negara yang kena dampak krisis ekonomi apa sebab banyak negara yang mengandalkan pendapatannya dari minyak bumi.",negatif
"Nikuba temuan orang itu is hoax, nikuba sejak dulu sudah ada, bahkan mesin nya banyak yg dijual di bukalapak",negatif
Mantap pak lebih baik jual NIKUBA di luar negri dari pada jual di indonesia gak di hargai sama pemerintah pusat kan mereka tidak pernah dukung anak bangsa yang menciptkan teknologi canggih pemerintah pusat malah dukung pejabat KORUPSI REAL NO HOAX.....malah di hargai negara eropa dan negara barat karya anak bangsa indonesia lebih berharga jual nya.....,positif
"Komunikasi Lembaga Negara RI harus lebih diperbaiki.
Karena menurut informasi pak Aryanto (Cirebon), sang periset NIKUBA, Beliau merasa sudah dibantai habis-habisan oleh pihak BRIN?
Mengapa bukan dialog konstruktif? Kenapa malah ""bantai habis-habisan""?
Inikan bukan etika ilmu pengetahuan?",negatif
"Itulah alasan bangsa ini tidak maju.mereka tidak butuh orang"" hebat ,justru orang"" jahat yang mereka inginkan",negatif
"Menurut saya, teknologi NIKUBA Ini bisa menjadi teknologi dengan energi terbarukan dengan PERTAMINA sebagai pelopor Perusahaan sumber daya energi. Inovasi penting dilakukan untuk terus menguntungkan perusahaan. Teknologi ini juga bisa memajukan perekonomian Indonesia dengan menggantikan BBM ditengah naik nya harga BBM tsb.",positif
"4G aja bisa berjaya di Jepang,...
Mesti Nikuba mengikutinya dengan berjaya di Italia",positif
Nikuba ini musuhnya Mafia Migas. Wkwkwk,netral
"nasib Nicuba d jual lalu kantongin 15M, lalu smua jdi senang",positif
"Ngakunya lembaga pengembangan riset tapi ada penemuan seperti nikuba oleh anak bangsa diluar lingkungan mereka kok nggak diteliti dulu secara mendalam main tolak aja mengatakan nggak masuk akal,sedang orang luar langsung melirik,maka nggak maju2 nggak percaya sama kemampuan bangsa sendiri karena udah kemakan doktrin luar sono,bagus presidennya orang hebat yang menggalakkan hilirisasi.",positif
"Muhammadiyah menggunakan hisab, menuju kalender Islam global dinyinyir sama BRIN. Sekarang NIKUBA dinyinyir sama BRIN.",netral
ESEMKA LAH....NIKUBA LAH...NAKORBA LAH....MACAM MACAM LAH....BUBAR LAH.... 🤣🤣🤣🤣🤣🤣🤣🤣🤣,netral
"Ferrari ingin dpt gratis aja.... Setelah melihat presentasi di itali, belum tertarik utk beli teknologi nikuba...
Seandainya suatu saat Ferrari tertarik membeli, sebaiknya pak misel didampingi negiator yg capabel agar pak misel dan keturunannya tetap menerima rolyalty meski pak misel sudah tiada...",negatif
yang mendukung nikuba pasti gak tau apa itu nikuba?. asal baxot gak paham konsep nya. nikuba itu hoax.,positif
Nikuba seperti scam ya,negatif
Sebenarnya keuntungan membeli hak nikuba bukan hanya tentang mengubah air jdi bahan bakar.. tpi juga di dlm mesin itu ada ilmu2 baru yg belum banyak d ketahui rahasianya,positif
"Lanjutkan pak, klo BRIN mau juga teknologi NIKUBa nya jual aja 20 M pak.. 😅",netral
Yakin nikuba bisa geser konsorsium besar .....takutnya yg nemunnikuba segera hilang dari bumi,positif
Indonesia gak bakalan mampu mengembangkan teknologi nikuba....,netral
"Anak bangsa dibidang teknologi yg baik kayaknya bpk bj habibi,cuma saat nikuba ditemukan bj habibi sdh tua dn jg tdk dipakai secara tepat olenh bagsa ini.yg mana bangsa ini tdk butuh orang baik dn cerdas tp butuh pejabat yg bejat dn siap utk diajak kerja sama korupsi",positif
Nikuba mah biasa yg luar biasa mobil esemka yg war biasa ...,netral
Orang2 dalam negri sibuk dengan urusan2 urusan2 sendiri dan kelompok2 nya sehingga orang2 cerdas luar negri mau mengundang NIKUBA,positif
"Jangankan nikuba, stadion jis saja yang jelas jelas karya anak bangsa, ada aja sekelompok mafia yang menjelek jelekan  bahkan mau merusak stadionnnya",negatif
"Yah belagu amat dan berani banget nih bapak , ricky nelson aja 14 paten motor listrik dan habibie 50 paten penerbangan   gak dihargai juga ,bapak ini cuma 1 paten nicuba ,anda belum tahu seberapa bebal negri ini.😂😂",positif
"BRIN terlibat perang dagang oleh pengusaha minyak bumi... Makanya tdk mau mengakui NIKUBA, bisa bangkrut nanti industri BBM...",negatif
tolol yg percaya nikuba bisa gantiin mesin diesel 😂,negatif
"Betul ini adalah teknologi lama yg pemerintah pun sebetulnya sedang mengembangkan juga. Jika memang teknologi ini jalan, kenapa tidak diuji secara ilmiah aja bareng2 sama ahli di Indonesia. 
Klo nikuba ini jalan, dan jika saya adalah penemu nikuba, langkah selanjutnya yang pasti akan saya lakukan adalah buat Genset bahan bakar air. Pasti sangat gampang dong, kan prinsip kerjanya sangat mirip.
Jika memang jalan, harusnya pak misel nantinya bisa jadi orang paling kaya diindonesia.
Jadi penemu itu memang sulit, apalagi sesuatu yang baru. Apabila memang yakin bisa, tantang saja semuanya untuk pembuktian.",positif
Klo masih tetep pake bbm itu namanya bukan alternatif. Apakah nikuba 100% pake air,netral
"mungkin biayanya pake nikuba lebih mahal dari bbm, karna komposisinya bukan air saja dll",netral
Keren ...p Misel..... bisa jadi bukan hanya 'Nikuba' yg spt ini disikapinya.,positif
"8:17  gak tau malu ajig, tau2 nongol 😂
Setelah orang BRIN membantai habis2an NIKUBA 😂",positif
"Klu nikuba di tinggkatkan,,   bisa di rigikan oligarki🤣",negatif
"BRIN Indonesia lebih enak di korupsi aja uangnya, dari pada mengembangkan potensi karya anak bangsa. Kan lebih enak,
Biasanya orang BRIN itu klo ada indikasi seperti kasus NiKuBa adalah orang-orang pesanan, yg tak wajib punya keahlian.",positif
"Setelah di ""kedipin"" Ferrari......
Baru Pemerintah ikut cawe-cawe. ....!!!

Sudah Pak, kerja bareng ORANG LUAR saja, anda akan LEBIH DI HARGAI.

Kalo ntar Nikuba Mendunia dan benar-benar bisa di aplikasikan dengan Pas dan Sempurna......gw yakin akan ada yg cawe-cawe....

Belajar dari sejarah Mobil Listrik Nasional.......
Belajar dari sejarah Ricky Elson......",positif
Ayo pada beli nikuba.... Para netizen pendukung nikuba...,positif
"Hanya orang-orang yg bermental baja dan sabar dengan ide gilanya seperti bpk penemu HHO/nikuba ini harus dihargai negara Konoha, dulu mungkin iya ini Bpk bisa menjadi presiden RI selanjutnya seperti bpk BJ Habibie yg menjadi insinyur terkenal karena penemuannya dijerman lalu dipanggil kembali untuk jadi presiden. Sekarang malah berubah aturan main oknum politik untuk membuat aturan demi kepentingan partainya saja😂😂😂
Yah.. disisi lain juga sangat bahaya sih, bahaya pada keutuhan partai politik dan negara tahun 98. Jika sj pemerintah mendukung ide tsb dan dipublikasi hak paten, negara lain mungkin berusaha untuk menjatuhkan dan menekan kemajuan warga negara ini dengan dalih konspirasi dan terlihat banyak warga negara ini yg sok tau dan terdikte gaya hidup konsumtif ala barat, lihat sj ide gembar-gembor hilirisasi smelter mineral tambang kita yg ditolak WTO, IMF dan UE lalu meminta RI harus mengirim bahan mentah sj karena alasan merugikan negara lain yg pasokannya terbatas.😅",positif
"Terlepas dari usahanya menemukan sesuatu mari kita bahas dari segi ilmiahnya. 

Di liputan sebelumnya beliau mengklaim 1 liter air bisa menempuh jarak hingga 500 km. 
Jika ditempuh dengan motor biasa (asumsi 30 l/km) maka dibutuhkan 17 liter bensin, setara dengan 550 MJ energi dengan efisiensi rata2 30-40%.
Sedangkan 1 liter air diubah jadi hidrogen dengan efisiensi 100% pun (yang mana gak mungkin terjadi) hanya menghasilkan 0.11 kg hidrogen atau setara dengan 13 MJ. 

Pertanyaannya, apakah mungkin dengan 13 MJ energi bisa menggerakkan motor sejauh 500 km? 
Tentu saja ini tidak masuk akal. 

Disini saya hanya memberikan pandangan secara ilmiah ya, selebihnya anda sendiri yang menilai.

Yang ingin diskusi mari berdiskusi 😊",positif
"Hanya sensasi wartawan penyokong nikuba...saya kok yakin ini gak akan lanjut atau ntar dibikin info konspirasi "" nikuba dimatikan...bla bla bla""",positif
nikuba ini release pertama kali tahun berapa ya ?,netral
"Ntar kalau Teknologi NIKUBA di pakai, proyek pengembangan kendaraan listrik nya gagal donk,
Terus kalau gagal gmn ya???",negatif
nikuba gk jelas,negatif
Indon jadi hancur Soalnya si jokowi sibuk cawe2 mempertahankan dinasti politik..Harusnya si jokowi sibuk dan peduli terhadap science spt nikuba,positif
Ini yg pro nikuba kayaknya mantan korban kanjeng Dimas deh.,positif
"Bagaimana Negara ini bisa maju,Karya anak bangsa aja tidak disupport.pdhal jika nikuba sukses dinegara bisa membuka lapangan pekerjaan baru dan menambah penghasilan negara jika diimpor",positif
